"400N1_1#008"
""
"Potential (V)";"Current (uA)"
"0.55200";"46.17917"
"0.55000";"45.96666"
"0.54800";"45.73750"
"0.54600";"45.50833"
"0.54400";"45.28333"
"0.54200";"45.07917"
"0.54000";"44.87500"
"0.53800";"44.67083"
"0.53600";"44.46250"
"0.53400";"44.25833"
"0.53200";"44.06667"
"0.53000";"43.87917"
"0.52800";"43.68333"
"0.52600";"43.49167"
"0.52400";"43.29583"
"0.52200";"43.11667"
"0.52000";"42.92500"
"0.51800";"42.74583"
"0.51600";"42.55417"
"0.51400";"42.37083"
"0.51200";"42.19167"
"0.51000";"42.02083"
"0.50800";"41.83750"
"0.50600";"41.65000"
"0.50400";"41.47083"
"0.50200";"41.30833"
"0.50000";"41.14167"
"0.49800";"40.96667"
"0.49600";"40.78750"
"0.49400";"40.62917"
"0.49200";"40.46666"
"0.49000";"40.30833"
"0.48800";"40.12917"
"0.48600";"39.96667"
"0.48400";"39.80833"
"0.48200";"39.65417"
"0.48000";"39.49166"
"0.47800";"39.31667"
"0.47600";"39.15416"
"0.47400";"39.00000"
"0.47200";"38.85417"
"0.47000";"38.69584"
"0.46800";"38.53750"
"0.46600";"38.37917"
"0.46400";"38.23333"
"0.46200";"38.07917"
"0.46000";"37.93333"
"0.45800";"37.78750"
"0.45600";"37.64167"
"0.45400";"37.50000"
"0.45200";"37.35000"
"0.45000";"37.20000"
"0.44800";"37.04167"
"0.44600";"36.87917"
"0.44400";"36.72917"
"0.44200";"36.57917"
"0.44000";"36.44167"
"0.43800";"36.29583"
"0.43600";"36.14583"
"0.43400";"36.00000"
"0.43200";"35.84583"
"0.43000";"35.70417"
"0.42800";"35.55000"
"0.42600";"35.40417"
"0.42400";"35.25834"
"0.42200";"35.11250"
"0.42000";"34.97083"
"0.41800";"34.81667"
"0.41600";"34.66667"
"0.41400";"34.52083"
"0.41200";"34.37917"
"0.41000";"34.23750"
"0.40800";"34.09166"
"0.40600";"33.93750"
"0.40400";"33.79583"
"0.40200";"33.65416"
"0.40000";"33.52083"
"0.39800";"33.37083"
"0.39600";"33.21250"
"0.39400";"33.05833"
"0.39200";"32.91250"
"0.39000";"32.76667"
"0.38800";"32.62083"
"0.38600";"32.47084"
"0.38400";"32.32500"
"0.38200";"32.16250"
"0.38000";"32.00417"
"0.37800";"31.84583"
"0.37600";"31.70417"
"0.37400";"31.55417"
"0.37200";"31.40833"
"0.37000";"31.25000"
"0.36800";"31.09167"
"0.36600";"30.92916"
"0.36400";"30.77917"
"0.36200";"30.62500"
"0.36000";"30.46667"
"0.35800";"30.28750"
"0.35600";"30.12917"
"0.35400";"29.96250"
"0.35200";"29.80417"
"0.35000";"29.61667"
"0.34800";"29.44167"
"0.34600";"29.27500"
"0.34400";"29.10833"
"0.34200";"28.92917"
"0.34000";"28.73750"
"0.33800";"28.54583"
"0.33600";"28.36250"
"0.33400";"28.17083"
"0.33200";"27.98333"
"0.33000";"27.77500"
"0.32800";"27.56667"
"0.32600";"27.36667"
"0.32400";"27.16250"
"0.32200";"26.95416"
"0.32000";"26.72083"
"0.31800";"26.49167"
"0.31600";"26.26250"
"0.31400";"26.02917"
"0.31200";"25.78750"
"0.31000";"25.52917"
"0.30800";"25.27083"
"0.30600";"25.01250"
"0.30400";"24.74583"
"0.30200";"24.46250"
"0.30000";"24.16250"
"0.29800";"23.85833"
"0.29600";"23.55833"
"0.29400";"23.25000"
"0.29200";"22.92917"
"0.29000";"22.58333"
"0.28800";"22.21250"
"0.28600";"21.85000"
"0.28400";"21.47083"
"0.28200";"21.08750"
"0.28000";"20.65833"
"0.27800";"20.22500"
"0.27600";"19.78333"
"0.27400";"19.32916"
"0.27200";"18.85000"
"0.27000";"18.34167"
"0.26800";"17.82083"
"0.26600";"17.29584"
"0.26400";"16.74583"
"0.26200";"16.17083"
"0.26000";"15.53750"
"0.25800";"14.89167"
"0.25600";"14.24583"
"0.25400";"13.59167"
"0.25200";"12.89583"
"0.25000";"12.15000"
"0.24800";"11.40417"
"0.24600";"10.62917"
"0.24400";"9.82083"
"0.24200";"8.94167"
"0.24000";"8.04167"
"0.23800";"7.15417"
"0.23600";"6.24583"
"0.23400";"5.29167"
"0.23200";"4.26667"
"0.23000";"3.20833"
"0.22800";"2.17083"
"0.22600";"1.10833"
"0.22400";"0.00833"
"0.22200";"-1.15417"
"0.22000";"-2.35833"
"0.21800";"-3.54167"
"0.21600";"-4.77917"
"0.21400";"-6.04167"
"0.21200";"-7.35833"
"0.21000";"-8.67917"
"0.20800";"-9.95833"
"0.20600";"-11.26667"
"0.20400";"-12.60417"
"0.20200";"-14.01250"
"0.20000";"-15.43333"
"0.19800";"-16.82083"
"0.19600";"-18.22917"
"0.19400";"-19.65000"
"0.19200";"-21.12083"
"0.19000";"-22.58750"
"0.18800";"-24.00417"
"0.18600";"-25.40833"
"0.18400";"-26.84167"
"0.18200";"-28.30417"
"0.18000";"-29.79167"
"0.17800";"-31.17917"
"0.17600";"-32.56667"
"0.17400";"-33.90000"
"0.17200";"-35.27916"
"0.17000";"-36.63750"
"0.16800";"-37.92500"
"0.16600";"-39.18750"
"0.16400";"-40.41667"
"0.16200";"-41.65417"
"0.16000";"-42.86250"
"0.15800";"-43.99167"
"0.15600";"-45.10833"
"0.15400";"-46.19583"
"0.15200";"-47.28750"
"0.15000";"-48.35000"
"0.14800";"-49.29584"
"0.14600";"-50.21666"
"0.14400";"-51.05833"
"0.14200";"-51.90834"
"0.14000";"-52.70417"
"0.13800";"-53.40416"
"0.13600";"-54.06250"
"0.13400";"-54.66249"
"0.13200";"-55.27083"
"0.13000";"-55.82917"
"0.12800";"-56.28334"
"0.12600";"-56.70833"
"0.12400";"-57.08333"
"0.12200";"-57.48750"
"0.12000";"-57.79167"
"0.11800";"-58.05417"
"0.11600";"-58.26667"
"0.11400";"-58.49583"
"0.11200";"-58.66249"
"0.11000";"-58.74167"
"0.10800";"-58.77500"
"0.10600";"-58.78334"
"0.10400";"-58.81667"
"0.10200";"-58.79583"
"0.10000";"-58.75000"
""
""
"400N1_1#009"
""
"Potential (V)";"Current (uA)"
"0.10000";"-57.22500"
"0.09800";"-57.29583"
"0.09600";"-57.31667"
"0.09400";"-57.27083"
"0.09200";"-57.17500"
"0.09000";"-57.01250"
"0.08800";"-56.82500"
"0.08600";"-56.62083"
"0.08400";"-56.42083"
"0.08200";"-56.20000"
"0.08000";"-55.92500"
"0.07800";"-55.63333"
"0.07600";"-55.32083"
"0.07400";"-55.02500"
"0.07200";"-54.72917"
"0.07000";"-54.39583"
"0.06800";"-54.05417"
"0.06600";"-53.68333"
"0.06400";"-53.33333"
"0.06200";"-52.97499"
"0.06000";"-52.60000"
"0.05800";"-52.22083"
"0.05600";"-51.83750"
"0.05400";"-51.46250"
"0.05200";"-51.08333"
"0.05000";"-50.69167"
"0.04800";"-50.30833"
"0.04600";"-49.92500"
"0.04400";"-49.53750"
"0.04200";"-49.15416"
"0.04000";"-48.74583"
"0.03800";"-48.36250"
"0.03600";"-47.96250"
"0.03400";"-47.58750"
"0.03200";"-47.19583"
"0.03000";"-46.80833"
"0.02800";"-46.42500"
"0.02600";"-46.04167"
"0.02400";"-45.67083"
"0.02200";"-45.29167"
"0.02000";"-44.91667"
"0.01800";"-44.53749"
"0.01600";"-44.17500"
"0.01400";"-43.82500"
"0.01200";"-43.47917"
"0.01000";"-43.10834"
"0.00800";"-42.73750"
"0.00600";"-42.37917"
"0.00400";"-42.05417"
"0.00200";"-41.72083"
"0.00000";"-41.38750"
"-0.00200";"-41.05000"
"-0.00400";"-40.72083"
"-0.00600";"-40.39167"
"-0.00800";"-40.06250"
"-0.01000";"-39.74583"
"-0.01200";"-39.42917"
"-0.01400";"-39.12083"
"-0.01600";"-38.80833"
"-0.01800";"-38.50000"
"-0.02000";"-38.19167"
"-0.02200";"-37.89583"
"-0.02400";"-37.60417"
"-0.02600";"-37.32500"
"-0.02800";"-37.03334"
"-0.03000";"-36.75000"
"-0.03200";"-36.46250"
"-0.03400";"-36.19167"
"-0.03600";"-35.92083"
"-0.03800";"-35.64583"
"-0.04000";"-35.36666"
"-0.04200";"-35.10000"
"-0.04400";"-34.84166"
"-0.04600";"-34.58333"
"-0.04800";"-34.31250"
"-0.05000";"-34.04584"
"-0.05200";"-33.78750"
"-0.05400";"-33.54167"
"-0.05600";"-33.29583"
"-0.05800";"-33.05833"
"-0.06000";"-32.82084"
"-0.06200";"-32.58333"
"-0.06400";"-32.35000"
"-0.06600";"-32.11666"
"-0.06800";"-31.88333"
"-0.07000";"-31.65417"
"-0.07200";"-31.42500"
"-0.07400";"-31.21250"
"-0.07600";"-30.98333"
"-0.07800";"-30.76667"
"-0.08000";"-30.54583"
"-0.08200";"-30.34167"
"-0.08400";"-30.13750"
"-0.08600";"-29.93750"
"-0.08800";"-29.72917"
"-0.09000";"-29.52083"
"-0.09200";"-29.31667"
"-0.09400";"-29.12083"
"-0.09600";"-28.92917"
"-0.09800";"-28.73333"
"-0.10000";"-28.54584"
"-0.10200";"-28.35417"
"-0.10400";"-28.16250"
"-0.10600";"-27.97500"
"-0.10800";"-27.78333"
"-0.11000";"-27.60417"
"-0.11200";"-27.42083"
"-0.11400";"-27.25000"
"-0.11600";"-27.07917"
"-0.11800";"-26.90417"
"-0.12000";"-26.73334"
"-0.12200";"-26.56667"
"-0.12400";"-26.40000"
"-0.12600";"-26.23750"
"-0.12800";"-26.06667"
"-0.13000";"-25.90833"
"-0.13200";"-25.75417"
"-0.13400";"-25.60000"
"-0.13600";"-25.44583"
"-0.13800";"-25.29167"
"-0.14000";"-25.15000"
"-0.14200";"-25.00833"
"-0.14400";"-24.87083"
"-0.14600";"-24.71667"
"-0.14800";"-24.57083"
"-0.15000";"-24.42500"
"-0.15200";"-24.29583"
"-0.15400";"-24.15833"
"-0.15600";"-24.01250"
"-0.15800";"-23.87083"
"-0.16000";"-23.73750"
"-0.16200";"-23.60417"
"-0.16400";"-23.47500"
"-0.16600";"-23.34167"
"-0.16800";"-23.21250"
"-0.17000";"-23.08333"
"-0.17200";"-22.95416"
"-0.17400";"-22.82083"
"-0.17600";"-22.68333"
"-0.17800";"-22.55000"
"-0.18000";"-22.42917"
"-0.18200";"-22.31250"
"-0.18400";"-22.20000"
"-0.18600";"-22.07500"
"-0.18800";"-21.95000"
"-0.19000";"-21.82083"
"-0.19200";"-21.71250"
"-0.19400";"-21.60833"
"-0.19600";"-21.50000"
"-0.19800";"-21.38750"
"-0.20000";"-21.27083"
"-0.20200";"-21.16667"
"-0.20400";"-21.06250"
"-0.20600";"-20.95417"
"-0.20800";"-20.84583"
"-0.21000";"-20.73750"
"-0.21200";"-20.63333"
"-0.21400";"-20.52917"
"-0.21600";"-20.42083"
"-0.21800";"-20.32083"
"-0.22000";"-20.22500"
"-0.22200";"-20.13333"
"-0.22400";"-20.03750"
"-0.22600";"-19.93333"
"-0.22800";"-19.83333"
"-0.23000";"-19.74167"
"-0.23200";"-19.65417"
"-0.23400";"-19.57500"
"-0.23600";"-19.47917"
"-0.23800";"-19.39167"
"-0.24000";"-19.29584"
"-0.24200";"-19.20833"
"-0.24400";"-19.12083"
"-0.24600";"-19.02917"
"-0.24800";"-18.94583"
"-0.25000";"-18.86250"
"-0.25200";"-18.78750"
"-0.25400";"-18.70417"
"-0.25600";"-18.62083"
"-0.25800";"-18.53750"
"-0.26000";"-18.45417"
"-0.26200";"-18.37083"
"-0.26400";"-18.28750"
"-0.26600";"-18.22083"
"-0.26800";"-18.15000"
"-0.27000";"-18.07916"
"-0.27200";"-18.00000"
"-0.27400";"-17.92083"
"-0.27600";"-17.84167"
"-0.27800";"-17.75833"
"-0.28000";"-17.68333"
"-0.28200";"-17.60834"
"-0.28400";"-17.53750"
"-0.28600";"-17.47083"
"-0.28800";"-17.40833"
"-0.29000";"-17.34583"
"-0.29200";"-17.27500"
"-0.29400";"-17.20000"
"-0.29600";"-17.13333"
"-0.29800";"-17.06667"
"-0.30000";"-17.00417"
"-0.30200";"-16.93750"
"-0.30400";"-16.87500"
"-0.30600";"-16.81667"
"-0.30800";"-16.75833"
"-0.31000";"-16.70416"
"-0.31200";"-16.64166"
"-0.31400";"-16.57916"
"-0.31600";"-16.51666"
"-0.31800";"-16.45833"
"-0.32000";"-16.40417"
"-0.32200";"-16.34167"
"-0.32400";"-16.28333"
"-0.32600";"-16.22500"
"-0.32800";"-16.17084"
"-0.33000";"-16.12083"
"-0.33200";"-16.06667"
"-0.33400";"-16.01667"
"-0.33600";"-15.95833"
"-0.33800";"-15.91250"
"-0.34000";"-15.86667"
"-0.34200";"-15.82083"
"-0.34400";"-15.76250"
"-0.34600";"-15.71250"
"-0.34800";"-15.66667"
"-0.35000";"-15.62083"
"-0.35200";"-15.56667"
"-0.35400";"-15.51250"
"-0.35600";"-15.47083"
"-0.35800";"-15.43333"
"-0.36000";"-15.40000"
"-0.36200";"-15.36667"
"-0.36400";"-15.32500"
"-0.36600";"-15.27917"
"-0.36800";"-15.23333"
"-0.37000";"-15.19167"
"-0.37200";"-15.16250"
"-0.37400";"-15.12083"
"-0.37600";"-15.08750"
"-0.37800";"-15.04583"
"-0.38000";"-15.01667"
"-0.38200";"-14.98333"
"-0.38400";"-14.95833"
"-0.38600";"-14.92500"
"-0.38800";"-14.89583"
"-0.39000";"-14.86250"
"-0.39200";"-14.83333"
"-0.39400";"-14.80417"
"-0.39600";"-14.77917"
"-0.39800";"-14.75833"
"-0.40000";"-14.73750"
"-0.40200";"-14.70833"
"-0.40400";"-14.68750"
"-0.40600";"-14.66250"
"-0.40800";"-14.65000"
"-0.41000";"-14.62917"
"-0.41200";"-14.61667"
"-0.41400";"-14.60000"
"-0.41600";"-14.58333"
"-0.41800";"-14.56250"
"-0.42000";"-14.54583"
"-0.42200";"-14.52917"
"-0.42400";"-14.52500"
"-0.42600";"-14.51250"
"-0.42800";"-14.50833"
"-0.43000";"-14.50000"
"-0.43200";"-14.50000"
"-0.43400";"-14.49583"
"-0.43600";"-14.49167"
"-0.43800";"-14.49167"
"-0.44000";"-14.49583"
"-0.44200";"-14.49583"
"-0.44400";"-14.49583"
"-0.44600";"-14.49583"
"-0.44800";"-14.50833"
"-0.45000";"-14.51250"
"-0.45200";"-14.52500"
"-0.45400";"-14.53333"
"-0.45600";"-14.54583"
"-0.45800";"-14.56250"
"-0.46000";"-14.58333"
"-0.46200";"-14.61250"
"-0.46400";"-14.63333"
"-0.46600";"-14.65417"
"-0.46800";"-14.67083"
"-0.47000";"-14.69583"
"-0.47200";"-14.72083"
"-0.47400";"-14.74583"
"-0.47600";"-14.77917"
"-0.47800";"-14.81667"
"-0.48000";"-14.86250"
"-0.48200";"-14.89583"
"-0.48400";"-14.93750"
"-0.48600";"-14.98333"
"-0.48800";"-15.04167"
"-0.49000";"-15.09583"
"-0.49200";"-15.14583"
"-0.49400";"-15.20417"
"-0.49600";"-15.26250"
"-0.49800";"-15.32500"
"-0.50000";"-15.38750"
"-0.50200";"-15.45000"
"-0.50400";"-15.52500"
"-0.50600";"-15.60417"
"-0.50800";"-15.68750"
"-0.51000";"-15.76250"
"-0.51200";"-15.83750"
"-0.51400";"-15.92500"
"-0.51600";"-16.01667"
"-0.51800";"-16.10000"
"-0.52000";"-16.17917"
"-0.52200";"-16.27083"
"-0.52400";"-16.36667"
"-0.52600";"-16.46250"
"-0.52800";"-16.55000"
"-0.53000";"-16.64167"
"-0.53200";"-16.73750"
"-0.53400";"-16.83750"
"-0.53600";"-16.93333"
"-0.53800";"-17.03750"
"-0.54000";"-17.13333"
"-0.54200";"-17.25000"
"-0.54400";"-17.35833"
"-0.54600";"-17.47917"
"-0.54800";"-17.57917"
"-0.55000";"-17.68333"
"-0.55200";"-17.79167"
"-0.55400";"-17.91667"
"-0.55600";"-18.04167"
"-0.55800";"-18.17083"
"-0.56000";"-18.28333"
"-0.56200";"-18.40417"
"-0.56400";"-18.52500"
"-0.56600";"-18.65833"
"-0.56800";"-18.78750"
"-0.57000";"-18.91250"
"-0.57200";"-19.03333"
"-0.57400";"-19.15417"
"-0.57600";"-19.27500"
"-0.57800";"-19.39583"
"-0.58000";"-19.51667"
"-0.58200";"-19.63333"
"-0.58400";"-19.76250"
"-0.58600";"-19.89583"
"-0.58800";"-20.03333"
"-0.59000";"-20.15833"
"-0.59200";"-20.29167"
"-0.59400";"-20.43333"
"-0.59600";"-20.58333"
"-0.59800";"-20.72917"
"-0.60000";"-20.87500"
"-0.59800";"-20.44583"
"-0.59600";"-20.09583"
"-0.59400";"-19.82917"
"-0.59200";"-19.59167"
"-0.59000";"-19.35833"
"-0.58800";"-19.13750"
"-0.58600";"-18.92083"
"-0.58400";"-18.72500"
"-0.58200";"-18.53750"
"-0.58000";"-18.35833"
"-0.57800";"-18.17083"
"-0.57600";"-17.99167"
"-0.57400";"-17.80417"
"-0.57200";"-17.63750"
"-0.57000";"-17.46667"
"-0.56800";"-17.30000"
"-0.56600";"-17.14167"
"-0.56400";"-16.97500"
"-0.56200";"-16.82917"
"-0.56000";"-16.67083"
"-0.55800";"-16.52917"
"-0.55600";"-16.37917"
"-0.55400";"-16.22917"
"-0.55200";"-16.09583"
"-0.55000";"-15.95833"
"-0.54800";"-15.82500"
"-0.54600";"-15.68333"
"-0.54400";"-15.54167"
"-0.54200";"-15.42083"
"-0.54000";"-15.29583"
"-0.53800";"-15.17500"
"-0.53600";"-15.04167"
"-0.53400";"-14.91667"
"-0.53200";"-14.80417"
"-0.53000";"-14.68750"
"-0.52800";"-14.57500"
"-0.52600";"-14.45417"
"-0.52400";"-14.34167"
"-0.52200";"-14.22917"
"-0.52000";"-14.11667"
"-0.51800";"-14.00833"
"-0.51600";"-13.90000"
"-0.51400";"-13.79167"
"-0.51200";"-13.67917"
"-0.51000";"-13.56250"
"-0.50800";"-13.45833"
"-0.50600";"-13.35417"
"-0.50400";"-13.25833"
"-0.50200";"-13.15417"
"-0.50000";"-13.04583"
"-0.49800";"-12.92917"
"-0.49600";"-12.81250"
"-0.49400";"-12.70833"
"-0.49200";"-12.61250"
"-0.49000";"-12.52083"
"-0.48800";"-12.43333"
"-0.48600";"-12.33333"
"-0.48400";"-12.23333"
"-0.48200";"-12.12083"
"-0.48000";"-12.01667"
"-0.47800";"-11.92083"
"-0.47600";"-11.82083"
"-0.47400";"-11.72500"
"-0.47200";"-11.62083"
"-0.47000";"-11.52500"
"-0.46800";"-11.42083"
"-0.46600";"-11.31667"
"-0.46400";"-11.22500"
"-0.46200";"-11.12917"
"-0.46000";"-11.03333"
"-0.45800";"-10.92500"
"-0.45600";"-10.82500"
"-0.45400";"-10.72500"
"-0.45200";"-10.62917"
"-0.45000";"-10.53750"
"-0.44800";"-10.44583"
"-0.44600";"-10.35417"
"-0.44400";"-10.26250"
"-0.44200";"-10.17083"
"-0.44000";"-10.07917"
"-0.43800";"-9.98333"
"-0.43600";"-9.88750"
"-0.43400";"-9.79167"
"-0.43200";"-9.70417"
"-0.43000";"-9.61250"
"-0.42800";"-9.52917"
"-0.42600";"-9.42917"
"-0.42400";"-9.34583"
"-0.42200";"-9.24583"
"-0.42000";"-9.17083"
"-0.41800";"-9.08333"
"-0.41600";"-9.00833"
"-0.41400";"-8.93333"
"-0.41200";"-8.86250"
"-0.41000";"-8.78750"
"-0.40800";"-8.70000"
"-0.40600";"-8.61667"
"-0.40400";"-8.54167"
"-0.40200";"-8.47500"
"-0.40000";"-8.41250"
"-0.39800";"-8.34167"
"-0.39600";"-8.27083"
"-0.39400";"-8.20417"
"-0.39200";"-8.14167"
"-0.39000";"-8.07500"
"-0.38800";"-8.00417"
"-0.38600";"-7.93750"
"-0.38400";"-7.87917"
"-0.38200";"-7.81667"
"-0.38000";"-7.76250"
"-0.37800";"-7.70417"
"-0.37600";"-7.65417"
"-0.37400";"-7.59167"
"-0.37200";"-7.53333"
"-0.37000";"-7.47500"
"-0.36800";"-7.42500"
"-0.36600";"-7.37917"
"-0.36400";"-7.32917"
"-0.36200";"-7.27917"
"-0.36000";"-7.22500"
"-0.35800";"-7.17500"
"-0.35600";"-7.12917"
"-0.35400";"-7.08333"
"-0.35200";"-7.04583"
"-0.35000";"-7.00833"
"-0.34800";"-6.97083"
"-0.34600";"-6.92917"
"-0.34400";"-6.88750"
"-0.34200";"-6.84583"
"-0.34000";"-6.80833"
"-0.33800";"-6.77083"
"-0.33600";"-6.73750"
"-0.33400";"-6.70000"
"-0.33200";"-6.66250"
"-0.33000";"-6.62500"
"-0.32800";"-6.58750"
"-0.32600";"-6.55833"
"-0.32400";"-6.52500"
"-0.32200";"-6.49583"
"-0.32000";"-6.45417"
"-0.31800";"-6.42500"
"-0.31600";"-6.40000"
"-0.31400";"-6.37500"
"-0.31200";"-6.33750"
"-0.31000";"-6.30000"
"-0.30800";"-6.27500"
"-0.30600";"-6.25417"
"-0.30400";"-6.22500"
"-0.30200";"-6.19167"
"-0.30000";"-6.16250"
"-0.29800";"-6.13333"
"-0.29600";"-6.10833"
"-0.29400";"-6.08750"
"-0.29200";"-6.06667"
"-0.29000";"-6.04167"
"-0.28800";"-6.01250"
"-0.28600";"-5.99583"
"-0.28400";"-5.97083"
"-0.28200";"-5.94167"
"-0.28000";"-5.90833"
"-0.27800";"-5.87917"
"-0.27600";"-5.85833"
"-0.27400";"-5.83333"
"-0.27200";"-5.81250"
"-0.27000";"-5.78750"
"-0.26800";"-5.76250"
"-0.26600";"-5.74583"
"-0.26400";"-5.72500"
"-0.26200";"-5.71250"
"-0.26000";"-5.68333"
"-0.25800";"-5.65833"
"-0.25600";"-5.63333"
"-0.25400";"-5.61667"
"-0.25200";"-5.60833"
"-0.25000";"-5.58750"
"-0.24800";"-5.57083"
"-0.24600";"-5.53750"
"-0.24400";"-5.51667"
"-0.24200";"-5.49167"
"-0.24000";"-5.47917"
"-0.23800";"-5.46250"
"-0.23600";"-5.44167"
"-0.23400";"-5.41667"
"-0.23200";"-5.38333"
"-0.23000";"-5.36250"
"-0.22800";"-5.35000"
"-0.22600";"-5.33750"
"-0.22400";"-5.31667"
"-0.22200";"-5.28750"
"-0.22000";"-5.27083"
"-0.21800";"-5.25833"
"-0.21600";"-5.23750"
"-0.21400";"-5.21667"
"-0.21200";"-5.19583"
"-0.21000";"-5.18333"
"-0.20800";"-5.17083"
"-0.20600";"-5.15000"
"-0.20400";"-5.12917"
"-0.20200";"-5.10417"
"-0.20000";"-5.08750"
"-0.19800";"-5.07500"
"-0.19600";"-5.05833"
"-0.19400";"-5.04167"
"-0.19200";"-5.02083"
"-0.19000";"-5.00417"
"-0.18800";"-4.98750"
"-0.18600";"-4.96667"
"-0.18400";"-4.94583"
"-0.18200";"-4.92500"
"-0.18000";"-4.91250"
"-0.17800";"-4.90000"
"-0.17600";"-4.87917"
"-0.17400";"-4.85417"
"-0.17200";"-4.82917"
"-0.17000";"-4.81250"
"-0.16800";"-4.79583"
"-0.16600";"-4.77917"
"-0.16400";"-4.76250"
"-0.16200";"-4.74583"
"-0.16000";"-4.72917"
"-0.15800";"-4.71250"
"-0.15600";"-4.70000"
"-0.15400";"-4.67917"
"-0.15200";"-4.65833"
"-0.15000";"-4.64167"
"-0.14800";"-4.63750"
"-0.14600";"-4.62917"
"-0.14400";"-4.62083"
"-0.14200";"-4.59583"
"-0.14000";"-4.58333"
"-0.13800";"-4.56250"
"-0.13600";"-4.55000"
"-0.13400";"-4.52917"
"-0.13200";"-4.51250"
"-0.13000";"-4.49583"
"-0.12800";"-4.48333"
"-0.12600";"-4.46667"
"-0.12400";"-4.45417"
"-0.12200";"-4.42917"
"-0.12000";"-4.41667"
"-0.11800";"-4.39583"
"-0.11600";"-4.37917"
"-0.11400";"-4.35833"
"-0.11200";"-4.34167"
"-0.11000";"-4.33333"
"-0.10800";"-4.30833"
"-0.10600";"-4.30000"
"-0.10400";"-4.28333"
"-0.10200";"-4.27917"
"-0.10000";"-4.26250"
"-0.09800";"-4.24167"
"-0.09600";"-4.22500"
"-0.09400";"-4.20833"
"-0.09200";"-4.19583"
"-0.09000";"-4.17917"
"-0.08800";"-4.16250"
"-0.08600";"-4.15417"
"-0.08400";"-4.14167"
"-0.08200";"-4.12500"
"-0.08000";"-4.10833"
"-0.07800";"-4.09167"
"-0.07600";"-4.07083"
"-0.07400";"-4.05000"
"-0.07200";"-4.02917"
"-0.07000";"-4.02083"
"-0.06800";"-4.00833"
"-0.06600";"-3.99167"
"-0.06400";"-3.96250"
"-0.06200";"-3.94167"
"-0.06000";"-3.92500"
"-0.05800";"-3.91667"
"-0.05600";"-3.89583"
"-0.05400";"-3.87917"
"-0.05200";"-3.85833"
"-0.05000";"-3.84583"
"-0.04800";"-3.83333"
"-0.04600";"-3.82083"
"-0.04400";"-3.80000"
"-0.04200";"-3.77500"
"-0.04000";"-3.75833"
"-0.03800";"-3.74583"
"-0.03600";"-3.72917"
"-0.03400";"-3.70833"
"-0.03200";"-3.68333"
"-0.03000";"-3.67083"
"-0.02800";"-3.65000"
"-0.02600";"-3.63333"
"-0.02400";"-3.61250"
"-0.02200";"-3.58750"
"-0.02000";"-3.57083"
"-0.01800";"-3.54583"
"-0.01600";"-3.53333"
"-0.01400";"-3.51250"
"-0.01200";"-3.49583"
"-0.01000";"-3.47917"
"-0.00800";"-3.45417"
"-0.00600";"-3.43333"
"-0.00400";"-3.40000"
"-0.00200";"-3.37917"
"0.00000";"-3.35417"
"0.00200";"-3.33333"
"0.00400";"-3.30000"
"0.00600";"-3.26667"
"0.00800";"-3.24167"
"0.01000";"-3.21250"
"0.01200";"-3.18333"
"0.01400";"-3.15000"
"0.01600";"-3.12083"
"0.01800";"-3.08750"
"0.02000";"-3.05000"
"0.02200";"-3.01250"
"0.02400";"-2.97500"
"0.02600";"-2.92917"
"0.02800";"-2.88750"
"0.03000";"-2.84583"
"0.03200";"-2.81250"
"0.03400";"-2.77083"
"0.03600";"-2.72917"
"0.03800";"-2.68333"
"0.04000";"-2.62917"
"0.04200";"-2.56667"
"0.04400";"-2.50833"
"0.04600";"-2.44583"
"0.04800";"-2.39167"
"0.05000";"-2.31667"
"0.05200";"-2.24167"
"0.05400";"-2.16250"
"0.05600";"-2.08333"
"0.05800";"-2.00833"
"0.06000";"-1.92083"
"0.06200";"-1.82083"
"0.06400";"-1.71667"
"0.06600";"-1.59583"
"0.06800";"-1.49167"
"0.07000";"-1.37083"
"0.07200";"-1.25000"
"0.07400";"-1.10833"
"0.07600";"-0.95833"
"0.07800";"-0.80833"
"0.08000";"-0.65000"
"0.08200";"-0.48333"
"0.08400";"-0.29167"
"0.08600";"-0.08750"
"0.08800";"0.10417"
"0.09000";"0.31667"
"0.09200";"0.52917"
"0.09400";"0.79167"
"0.09600";"1.05417"
"0.09800";"1.32083"
"0.10000";"1.60417"
"0.10200";"1.91250"
"0.10400";"2.26250"
"0.10600";"2.62083"
"0.10800";"2.98333"
"0.11000";"3.36667"
"0.11200";"3.77500"
"0.11400";"4.22500"
"0.11600";"4.70000"
"0.11800";"5.17917"
"0.12000";"5.67917"
"0.12200";"6.20000"
"0.12400";"6.77500"
"0.12600";"7.33333"
"0.12800";"7.95000"
"0.13000";"8.58333"
"0.13200";"9.29167"
"0.13400";"10.01250"
"0.13600";"10.73750"
"0.13800";"11.50417"
"0.14000";"12.28333"
"0.14200";"13.12917"
"0.14400";"14.00417"
"0.14600";"14.89167"
"0.14800";"15.82083"
"0.15000";"16.78750"
"0.15200";"17.82917"
"0.15400";"18.89167"
"0.15600";"19.94167"
"0.15800";"21.02917"
"0.16000";"22.14167"
"0.16200";"23.32500"
"0.16400";"24.51666"
"0.16600";"25.69583"
"0.16800";"26.90417"
"0.17000";"28.15417"
"0.17200";"29.48750"
"0.17400";"30.81250"
"0.17600";"32.09167"
"0.17800";"33.41250"
