"400N1_1#003"
""
"Time (s)";"Current (uA)"
"0.00000";"-0.30463"
"0.50000";"-0.28717"
"1.00000";"-0.28058"
"1.50000";"-0.28008"
"2.00000";"-0.26896"
"2.50000";"-0.25054"
"3.00000";"-0.22946"
"3.50000";"-0.22300"
"4.00000";"-0.21604"
"4.50000";"-0.20975"
"5.00000";"-0.20292"
"5.50000";"-0.19796"
"6.00000";"-0.19375"
"6.50000";"-0.18967"
"7.00000";"-0.18546"
"7.50000";"-0.18117"
"8.00000";"-0.17796"
"8.50000";"-0.17471"
"9.00000";"-0.17179"
"9.50000";"-0.16906"
"10.00000";"-0.16739"
"10.50000";"-0.16503"
"11.00000";"-0.16233"
"11.50000";"-0.16146"
"12.00000";"-0.17142"
"12.50000";"-0.16957"
"13.00000";"-0.16553"
"13.50000";"-0.15170"
"14.00000";"-0.15009"
"14.50000";"-0.14830"
"15.00000";"-0.14665"
"15.50000";"-0.14696"
"16.00000";"-0.14594"
"16.50000";"-0.14576"
"17.00000";"-0.14283"
"17.50000";"-0.14162"
"18.00000";"-0.13943"
"18.50000";"-0.13823"
"19.00000";"-0.13707"
"19.50000";"-0.13617"
"20.00000";"-0.13518"
"20.50000";"-0.13415"
"21.00000";"-0.13290"
"21.50000";"-0.13218"
"22.00000";"-0.13127"
"22.50000";"-0.13079"
"23.00000";"-0.12994"
"23.50000";"-0.12956"
"24.00000";"-0.12969"
"24.50000";"-0.12886"
"25.00000";"-0.12803"
"25.50000";"-0.12647"
"26.00000";"-0.12608"
"26.50000";"-0.12546"
"27.00000";"-0.12499"
"27.50000";"-0.12443"
"28.00000";"-0.12384"
"28.50000";"-0.12327"
"29.00000";"-0.12277"
"29.50000";"-0.12250"
"30.00000";"-0.12229"
"30.50000";"-0.12187"
"31.00000";"-0.12136"
"31.50000";"-0.12087"
"32.00000";"-0.12054"
"32.50000";"-0.12028"
"33.00000";"-0.11986"
"33.50000";"-0.11941"
"34.00000";"-0.11902"
"34.50000";"-0.11883"
"35.00000";"-0.11868"
"35.50000";"-0.11837"
"36.00000";"-0.11789"
"36.50000";"-0.11754"
"37.00000";"-0.11715"
"37.50000";"-0.11714"
"38.00000";"-0.11687"
"38.50000";"-0.11689"
"39.00000";"-0.11659"
"39.50000";"-0.11645"
"40.00000";"-0.11622"
"40.50000";"-0.11608"
"41.00000";"-0.11600"
"41.50000";"-0.11582"
"42.00000";"-0.11552"
"42.50000";"-0.11516"
"43.00000";"-0.11495"
"43.50000";"-0.11488"
"44.00000";"-0.11491"
"44.50000";"-0.11477"
"45.00000";"-0.11463"
"45.50000";"-0.11468"
"46.00000";"-0.11476"
"46.50000";"-0.11467"
"47.00000";"-0.11440"
"47.50000";"-0.11420"
"48.00000";"-0.11395"
"48.50000";"-0.11401"
"49.00000";"-0.11403"
"49.50000";"-0.11424"
"50.00000";"-0.11420"
"50.50000";"-0.11415"
"51.00000";"-0.11400"
"51.50000";"-0.11396"
"52.00000";"-0.11379"
"52.50000";"-0.11382"
"53.00000";"-0.11358"
"53.50000";"-0.11372"
"54.00000";"-0.11366"
"54.50000";"-0.11395"
"55.00000";"-0.11394"
"55.50000";"-0.11402"
"56.00000";"-0.11361"
"56.50000";"-0.11357"
"57.00000";"-0.11377"
"57.50000";"-0.11405"
"58.00000";"-0.11411"
"58.50000";"-0.11401"
"59.00000";"-0.11408"
"59.50000";"-0.11413"
"60.00000";"-0.11411"
