"400N1_1#009"
""
"Time (s)";"Current (uA)"
"0.00000";"-50.96250"
"0.50000";"-48.07083"
"1.00000";"-45.48333"
"1.50000";"-43.28334"
"2.00000";"-41.38750"
"2.50000";"-39.72917"
"3.00000";"-38.28750"
"3.50000";"-37.00417"
"4.00000";"-35.85000"
"4.50000";"-34.78750"
"5.00000";"-33.82500"
"5.50000";"-32.94584"
"6.00000";"-32.14167"
"6.50000";"-31.39167"
"7.00000";"-30.69583"
"7.50000";"-30.04167"
"8.00000";"-29.44167"
"8.50000";"-28.87500"
"9.00000";"-28.35000"
"9.50000";"-27.84583"
"10.00000";"-27.37500"
"10.50000";"-26.93333"
"11.00000";"-26.51250"
"11.50000";"-26.11667"
"12.00000";"-25.73750"
"12.50000";"-25.39167"
"13.00000";"-25.05417"
"13.50000";"-24.74167"
"14.00000";"-24.42917"
"14.50000";"-24.13750"
"15.00000";"-23.85000"
"15.50000";"-23.57917"
"16.00000";"-23.31667"
"16.50000";"-23.07083"
"17.00000";"-22.82917"
"17.50000";"-22.59583"
"18.00000";"-22.37083"
"18.50000";"-22.15833"
"19.00000";"-21.95417"
"19.50000";"-21.75417"
"20.00000";"-21.56250"
"20.50000";"-21.37500"
"21.00000";"-21.19167"
"21.50000";"-21.02500"
"22.00000";"-20.86667"
"22.50000";"-20.71667"
"23.00000";"-20.55833"
"23.50000";"-20.40833"
"24.00000";"-20.25833"
"24.50000";"-20.12083"
"25.00000";"-19.98333"
"25.50000";"-19.85417"
"26.00000";"-19.72917"
"26.50000";"-19.60833"
"27.00000";"-19.49583"
"27.50000";"-19.37917"
"28.00000";"-19.27083"
"28.50000";"-19.15417"
"29.00000";"-19.05000"
"29.50000";"-18.94583"
"30.00000";"-18.85417"
"30.50000";"-18.75833"
"31.00000";"-18.66667"
"31.50000";"-18.57083"
"32.00000";"-18.47917"
"32.50000";"-18.39167"
"33.00000";"-18.30417"
"33.50000";"-18.22500"
"34.00000";"-18.14583"
"34.50000";"-18.07083"
"35.00000";"-17.99167"
"35.50000";"-17.91250"
"36.00000";"-17.84167"
"36.50000";"-17.77083"
"37.00000";"-17.69208"
"37.50000";"-17.61625"
"38.00000";"-17.54625"
"38.50000";"-17.48917"
"39.00000";"-17.43000"
"39.50000";"-17.37167"
"40.00000";"-17.31458"
"40.50000";"-17.26083"
"41.00000";"-17.20833"
"41.50000";"-17.15875"
"42.00000";"-17.11042"
"42.50000";"-17.06458"
"43.00000";"-17.02042"
"43.50000";"-16.97833"
"44.00000";"-16.93750"
"44.50000";"-16.89833"
"45.00000";"-16.86125"
"45.50000";"-16.82542"
"46.00000";"-16.79167"
"46.50000";"-16.75875"
"47.00000";"-16.72750"
"47.50000";"-16.69750"
"48.00000";"-16.66833"
"48.50000";"-16.64208"
"49.00000";"-16.61750"
"49.50000";"-16.59542"
"50.00000";"-16.57292"
"50.50000";"-16.55083"
"51.00000";"-16.52917"
"51.50000";"-16.51000"
"52.00000";"-16.49208"
"52.50000";"-16.47458"
"53.00000";"-16.45750"
"53.50000";"-16.44125"
"54.00000";"-16.42583"
"54.50000";"-16.41083"
"55.00000";"-16.39583"
"55.50000";"-16.38208"
"56.00000";"-16.36875"
"56.50000";"-16.35750"
"57.00000";"-16.34708"
"57.50000";"-16.33958"
"58.00000";"-16.33333"
"58.50000";"-16.33000"
"59.00000";"-16.32708"
"59.50000";"-16.32500"
