"400N1_1#002"
""
"Time (s)";"Current (uA)"
"0.00000";"-63.98750"
"0.50000";"-59.50833"
"1.00000";"-55.57917"
"1.50000";"-52.38333"
"2.00000";"-49.70833"
"2.50000";"-47.43333"
"3.00000";"-45.45416"
"3.50000";"-43.72084"
"4.00000";"-42.17083"
"4.50000";"-40.78750"
"5.00000";"-39.53750"
"5.50000";"-38.42083"
"6.00000";"-37.39167"
"6.50000";"-36.45000"
"7.00000";"-35.57084"
"7.50000";"-34.75417"
"8.00000";"-33.99583"
"8.50000";"-33.29583"
"9.00000";"-32.64583"
"9.50000";"-32.05000"
"10.00000";"-31.47500"
"10.50000";"-30.93333"
"11.00000";"-30.41250"
"11.50000";"-29.92083"
"12.00000";"-29.45833"
"12.50000";"-29.02500"
"13.00000";"-28.61250"
"13.50000";"-28.21250"
"14.00000";"-27.82083"
"14.50000";"-27.45416"
"15.00000";"-27.10417"
"15.50000";"-26.77500"
"16.00000";"-26.45833"
"16.50000";"-26.16250"
"17.00000";"-25.86667"
"17.50000";"-25.58333"
"18.00000";"-25.30833"
"18.50000";"-25.05000"
"19.00000";"-24.82083"
"19.50000";"-24.57916"
"20.00000";"-24.34167"
"20.50000";"-24.09583"
"21.00000";"-23.87500"
"21.50000";"-23.66667"
"22.00000";"-23.45833"
"22.50000";"-23.25833"
"23.00000";"-23.06667"
"23.50000";"-22.88333"
"24.00000";"-22.70417"
"24.50000";"-22.52917"
"25.00000";"-22.35417"
"25.50000";"-22.19167"
"26.00000";"-22.02917"
"26.50000";"-21.88750"
"27.00000";"-21.74167"
"27.50000";"-21.59583"
"28.00000";"-21.44167"
"28.50000";"-21.28750"
"29.00000";"-21.14167"
"29.50000";"-21.00417"
"30.00000";"-20.87083"
"30.50000";"-20.74167"
"31.00000";"-20.60834"
"31.50000";"-20.47917"
"32.00000";"-20.35833"
"32.50000";"-20.24583"
"33.00000";"-20.13750"
"33.50000";"-20.02500"
"34.00000";"-19.92083"
"34.50000";"-19.82083"
"35.00000";"-19.72500"
"35.50000";"-19.62917"
"36.00000";"-19.53750"
"36.50000";"-19.45000"
"37.00000";"-19.36250"
"37.50000";"-19.27084"
"38.00000";"-19.17917"
"38.50000";"-19.09167"
"39.00000";"-19.00833"
"39.50000";"-18.93333"
"40.00000";"-18.86250"
"40.50000";"-18.80417"
"41.00000";"-18.74167"
"41.50000";"-18.67500"
"42.00000";"-18.60417"
"42.50000";"-18.53750"
"43.00000";"-18.47917"
"43.50000";"-18.42083"
"44.00000";"-18.36667"
"44.50000";"-18.31667"
"45.00000";"-18.26667"
"45.50000";"-18.22083"
"46.00000";"-18.18333"
"46.50000";"-18.15417"
"47.00000";"-18.12917"
"47.50000";"-18.10000"
"48.00000";"-18.07500"
"48.50000";"-18.05833"
"49.00000";"-18.05000"
"49.50000";"-18.04583"
"50.00000";"-18.03750"
"50.50000";"-18.03333"
"51.00000";"-18.02917"
"51.50000";"-18.03333"
"52.00000";"-18.03750"
"52.50000";"-18.05417"
"53.00000";"-18.07917"
"53.50000";"-18.10833"
"54.00000";"-18.14167"
"54.50000";"-18.17083"
"55.00000";"-18.20000"
"55.50000";"-18.22916"
"56.00000";"-18.26666"
"56.50000";"-18.31250"
"57.00000";"-18.35833"
"57.50000";"-18.40417"
"58.00000";"-18.45833"
"58.50000";"-18.50833"
"59.00000";"-18.55833"
"59.50000";"-18.60000"
"60.00000";"-18.65000"
