"400N1_1#007"
""
"Time (s)";"Current (uA)"
"0.00000";"-0.60100"
"0.50000";"-0.56708"
"1.00000";"-0.53662"
"1.50000";"-0.51204"
"2.00000";"-0.48879"
"2.50000";"-0.46904"
"3.00000";"-0.45088"
"3.50000";"-0.43550"
"4.00000";"-0.42179"
"4.50000";"-0.40933"
"5.00000";"-0.39862"
"5.50000";"-0.38854"
"6.00000";"-0.37933"
"6.50000";"-0.37096"
"7.00000";"-0.36354"
"7.50000";"-0.35637"
"8.00000";"-0.35383"
"8.50000";"-0.34717"
"9.00000";"-0.34175"
"9.50000";"-0.33321"
"10.00000";"-0.32850"
"10.50000";"-0.32337"
"11.00000";"-0.31729"
"11.50000";"-0.31275"
"12.00000";"-0.30867"
"12.50000";"-0.30571"
"13.00000";"-0.30233"
"13.50000";"-0.29908"
"14.00000";"-0.29508"
"14.50000";"-0.29138"
"15.00000";"-0.28792"
"15.50000";"-0.28450"
"16.00000";"-0.28154"
"16.50000";"-0.27892"
"17.00000";"-0.27654"
"17.50000";"-0.27404"
"18.00000";"-0.27133"
"18.50000";"-0.26908"
"19.00000";"-0.26679"
"19.50000";"-0.26492"
"20.00000";"-0.26992"
"20.50000";"-0.26817"
"21.00000";"-0.26637"
"21.50000";"-0.25796"
"22.00000";"-0.25658"
"22.50000";"-0.25496"
"23.00000";"-0.25317"
"23.50000";"-0.25154"
"24.00000";"-0.25038"
"24.50000";"-0.24913"
"25.00000";"-0.24783"
"25.50000";"-0.24625"
"26.00000";"-0.24500"
"26.50000";"-0.24383"
"27.00000";"-0.24283"
"27.50000";"-0.24187"
"28.00000";"-0.24088"
"28.50000";"-0.24008"
"29.00000";"-0.23900"
"29.50000";"-0.23817"
"30.00000";"-0.23717"
"30.50000";"-0.23642"
"31.00000";"-0.23554"
"31.50000";"-0.23471"
"32.00000";"-0.23400"
"32.50000";"-0.23325"
"33.00000";"-0.23263"
"33.50000";"-0.23175"
"34.00000";"-0.23104"
"34.50000";"-0.23038"
"35.00000";"-0.22988"
"35.50000";"-0.22938"
"36.00000";"-0.22871"
"36.50000";"-0.22838"
"37.00000";"-0.22779"
"37.50000";"-0.22775"
"38.00000";"-0.22725"
"38.50000";"-0.22771"
"39.00000";"-0.22758"
"39.50000";"-0.22821"
"40.00000";"-0.22850"
"40.50000";"-0.22800"
"41.00000";"-0.22700"
"41.50000";"-0.22596"
"42.00000";"-0.22600"
"42.50000";"-0.22579"
"43.00000";"-0.22571"
"43.50000";"-0.22558"
"44.00000";"-0.22562"
"44.50000";"-0.22542"
"45.00000";"-0.22546"
"45.50000";"-0.22579"
"46.00000";"-0.22621"
"46.50000";"-0.22633"
"47.00000";"-0.22654"
"47.50000";"-0.22675"
"48.00000";"-0.22708"
"48.50000";"-0.22721"
"49.00000";"-0.22733"
"49.50000";"-0.22767"
"50.00000";"-0.22804"
"50.50000";"-0.22846"
"51.00000";"-0.22892"
"51.50000";"-0.22938"
"52.00000";"-0.23000"
"52.50000";"-0.23050"
"53.00000";"-0.23108"
"53.50000";"-0.23146"
"54.00000";"-0.23208"
"54.50000";"-0.23275"
"55.00000";"-0.23337"
"55.50000";"-0.23383"
"56.00000";"-0.23438"
"56.50000";"-0.23492"
"57.00000";"-0.23571"
"57.50000";"-0.23637"
"58.00000";"-0.23721"
"58.50000";"-0.23787"
"59.00000";"-0.23875"
"59.50000";"-0.23942"
"60.00000";"-0.23988"
