"400N1_1#001"
""
"Time (s)";"Current (uA)"
"0.00000";"-0.55275"
"0.50000";"-0.52004"
"1.00000";"-0.49075"
"1.50000";"-0.46629"
"2.00000";"-0.44508"
"2.50000";"-0.42679"
"3.00000";"-0.41083"
"3.50000";"-0.39675"
"4.00000";"-0.38433"
"4.50000";"-0.37317"
"5.00000";"-0.36283"
"5.50000";"-0.35346"
"6.00000";"-0.34471"
"6.50000";"-0.33675"
"7.00000";"-0.32942"
"7.50000";"-0.32258"
"8.00000";"-0.31617"
"8.50000";"-0.31012"
"9.00000";"-0.30458"
"9.50000";"-0.29950"
"10.00000";"-0.29467"
"10.50000";"-0.28996"
"11.00000";"-0.28563"
"11.50000";"-0.28167"
"12.00000";"-0.27792"
"12.50000";"-0.27433"
"13.00000";"-0.27075"
"13.50000";"-0.26737"
"14.00000";"-0.26412"
"14.50000";"-0.26129"
"15.00000";"-0.25854"
"15.50000";"-0.25604"
"16.00000";"-0.25350"
"16.50000";"-0.25129"
"17.00000";"-0.24900"
"17.50000";"-0.24679"
"18.00000";"-0.24458"
"18.50000";"-0.24229"
"19.00000";"-0.24046"
"19.50000";"-0.23904"
"20.00000";"-0.23767"
"20.50000";"-0.23621"
"21.00000";"-0.23450"
"21.50000";"-0.23300"
"22.00000";"-0.23150"
"22.50000";"-0.23021"
"23.00000";"-0.22913"
"23.50000";"-0.22796"
"24.00000";"-0.22679"
"24.50000";"-0.22554"
"25.00000";"-0.22446"
"25.50000";"-0.22342"
"26.00000";"-0.22237"
"26.50000";"-0.22146"
"27.00000";"-0.22029"
"27.50000";"-0.21942"
"28.00000";"-0.21858"
"28.50000";"-0.21804"
"29.00000";"-0.21746"
"29.50000";"-0.21667"
"30.00000";"-0.21600"
"30.50000";"-0.21550"
"31.00000";"-0.21508"
"31.50000";"-0.21438"
"32.00000";"-0.21375"
"32.50000";"-0.21313"
"33.00000";"-0.21283"
"33.50000";"-0.21229"
"34.00000";"-0.21171"
"34.50000";"-0.21117"
"35.00000";"-0.21058"
"35.50000";"-0.21013"
"36.00000";"-0.20975"
"36.50000";"-0.20950"
"37.00000";"-0.20933"
"37.50000";"-0.20912"
"38.00000";"-0.20892"
"38.50000";"-0.20854"
"39.00000";"-0.20833"
"39.50000";"-0.20829"
"40.00000";"-0.20837"
"40.50000";"-0.20838"
"41.00000";"-0.20817"
"41.50000";"-0.20800"
"42.00000";"-0.20783"
"42.50000";"-0.20771"
"43.00000";"-0.20758"
"43.50000";"-0.20754"
"44.00000";"-0.20754"
"44.50000";"-0.20767"
"45.00000";"-0.20771"
"45.50000";"-0.20775"
"46.00000";"-0.20783"
"46.50000";"-0.20792"
"47.00000";"-0.20804"
"47.50000";"-0.20792"
"48.00000";"-0.20783"
"48.50000";"-0.20796"
"49.00000";"-0.20817"
"49.50000";"-0.20833"
"50.00000";"-0.20846"
"50.50000";"-0.20854"
"51.00000";"-0.20887"
"51.50000";"-0.20867"
"52.00000";"-0.20875"
"52.50000";"-0.20883"
"53.00000";"-0.20938"
"53.50000";"-0.20979"
"54.00000";"-0.20996"
"54.50000";"-0.21046"
"55.00000";"-0.21071"
"55.50000";"-0.21092"
"56.00000";"-0.21092"
"56.50000";"-0.21129"
"57.00000";"-0.21171"
"57.50000";"-0.21217"
"58.00000";"-0.21238"
"58.50000";"-0.21263"
"59.00000";"-0.21283"
"59.50000";"-0.21308"
"60.00000";"-0.21325"
