"400N1_1#003"
""
"Time (s)";"Current (uA)"
"0.00000";"-0.31725"
"0.50000";"-0.29833"
"1.00000";"-0.28125"
"1.50000";"-0.26746"
"2.00000";"-0.25546"
"2.50000";"-0.24508"
"3.00000";"-0.23513"
"3.50000";"-0.24496"
"4.00000";"-0.23725"
"4.50000";"-0.23042"
"5.00000";"-0.20554"
"5.50000";"-0.19937"
"6.00000";"-0.19379"
"6.50000";"-0.18904"
"7.00000";"-0.18475"
"7.50000";"-0.18079"
"8.00000";"-0.17643"
"8.50000";"-0.17267"
"9.00000";"-0.16893"
"9.50000";"-0.16611"
"10.00000";"-0.16328"
"10.50000";"-0.16072"
"11.00000";"-0.15807"
"11.50000";"-0.15555"
"12.00000";"-0.15334"
"12.50000";"-0.15123"
"13.00000";"-0.14938"
"13.50000";"-0.14757"
"14.00000";"-0.14570"
"14.50000";"-0.14381"
"15.00000";"-0.14179"
"15.50000";"-0.14011"
"16.00000";"-0.13846"
"16.50000";"-0.13716"
"17.00000";"-0.13566"
"17.50000";"-0.13425"
"18.00000";"-0.13268"
"18.50000";"-0.13149"
"19.00000";"-0.13041"
"19.50000";"-0.12946"
"20.00000";"-0.12829"
"20.50000";"-0.12712"
"21.00000";"-0.12570"
"21.50000";"-0.12452"
"22.00000";"-0.12339"
"22.50000";"-0.12245"
"23.00000";"-0.12134"
"23.50000";"-0.12044"
"24.00000";"-0.11955"
"24.50000";"-0.11893"
"25.00000";"-0.11780"
"25.50000";"-0.11705"
"26.00000";"-0.11651"
"26.50000";"-0.11589"
"27.00000";"-0.11522"
"27.50000";"-0.11412"
"28.00000";"-0.11335"
"28.50000";"-0.11240"
"29.00000";"-0.11160"
"29.50000";"-0.11078"
"30.00000";"-0.11036"
"30.50000";"-0.10977"
"31.00000";"-0.10929"
"31.50000";"-0.10887"
"32.00000";"-0.10838"
"32.50000";"-0.10805"
"33.00000";"-0.10738"
"33.50000";"-0.10755"
"34.00000";"-0.10707"
"34.50000";"-0.10697"
"35.00000";"-0.10668"
"35.50000";"-0.10646"
"36.00000";"-0.10543"
"36.50000";"-0.10383"
"37.00000";"-0.10281"
"37.50000";"-0.10241"
"38.00000";"-0.10212"
"38.50000";"-0.10176"
"39.00000";"-0.10125"
"39.50000";"-0.10072"
"40.00000";"-0.10028"
"40.50000";"-0.09961"
"41.00000";"-0.09924"
"41.50000";"-0.09895"
"42.00000";"-0.09887"
"42.50000";"-0.09850"
"43.00000";"-0.09787"
"43.50000";"-0.09740"
"44.00000";"-0.09707"
"44.50000";"-0.09696"
"45.00000";"-0.09663"
"45.50000";"-0.09645"
"46.00000";"-0.09595"
"46.50000";"-0.09567"
"47.00000";"-0.09531"
"47.50000";"-0.09512"
"48.00000";"-0.09479"
"48.50000";"-0.09448"
"49.00000";"-0.09439"
"49.50000";"-0.09426"
"50.00000";"-0.09386"
"50.50000";"-0.09331"
"51.00000";"-0.09313"
"51.50000";"-0.09301"
"52.00000";"-0.09290"
"52.50000";"-0.09265"
"53.00000";"-0.09261"
"53.50000";"-0.09254"
"54.00000";"-0.09235"
"54.50000";"-0.09218"
"55.00000";"-0.09199"
"55.50000";"-0.09180"
"56.00000";"-0.09150"
"56.50000";"-0.09105"
"57.00000";"-0.09063"
"57.50000";"-0.09025"
"58.00000";"-0.09022"
"58.50000";"-0.09015"
"59.00000";"-0.09022"
"59.50000";"-0.09027"
"60.00000";"-0.09049"
