"400N1_1#002"
""
"Time (s)";"Current (uA)"
"0.00000";"-10.50625"
"0.50000";"-9.93750"
"1.00000";"-9.42333"
"1.50000";"-8.98542"
"2.00000";"-8.60875"
"2.50000";"-8.27917"
"3.00000";"-7.98583"
"3.50000";"-7.72500"
"4.00000";"-7.49042"
"4.50000";"-7.27750"
"5.00000";"-7.08250"
"5.50000";"-6.90417"
"6.00000";"-6.74000"
"6.50000";"-6.58792"
"7.00000";"-6.44708"
"7.50000";"-6.31625"
"8.00000";"-6.19333"
"8.50000";"-6.07708"
"9.00000";"-5.96750"
"9.50000";"-5.86458"
"10.00000";"-5.76792"
"10.50000";"-5.67667"
"11.00000";"-5.58958"
"11.50000";"-5.50625"
"12.00000";"-5.42667"
"12.50000";"-5.35083"
"13.00000";"-5.27958"
"13.50000";"-5.21125"
"14.00000";"-5.14833"
"14.50000";"-5.08792"
"15.00000";"-5.03000"
"15.50000";"-4.97333"
"16.00000";"-4.91792"
"16.50000";"-4.86500"
"17.00000";"-4.81333"
"17.50000";"-4.76417"
"18.00000";"-4.71625"
"18.50000";"-4.66958"
"19.00000";"-4.62500"
"19.50000";"-4.58292"
"20.00000";"-4.54292"
"20.50000";"-4.50375"
"21.00000";"-4.46583"
"21.50000";"-4.42917"
"22.00000";"-4.39333"
"22.50000";"-4.35875"
"23.00000";"-4.32500"
"23.50000";"-4.29125"
"24.00000";"-4.25833"
"24.50000";"-4.22625"
"25.00000";"-4.19667"
"25.50000";"-4.16750"
"26.00000";"-4.13875"
"26.50000";"-4.11083"
"27.00000";"-4.08333"
"27.50000";"-4.05667"
"28.00000";"-4.03125"
"28.50000";"-4.00667"
"29.00000";"-3.98250"
"29.50000";"-3.95792"
"30.00000";"-3.93417"
"30.50000";"-3.91125"
"31.00000";"-3.88958"
"31.50000";"-3.86833"
"32.00000";"-3.84792"
"32.50000";"-3.82833"
"33.00000";"-3.80917"
"33.50000";"-3.79000"
"34.00000";"-3.77083"
"34.50000";"-3.75250"
"35.00000";"-3.73500"
"35.50000";"-3.71750"
"36.00000";"-3.70000"
"36.50000";"-3.68333"
"37.00000";"-3.66708"
"37.50000";"-3.65125"
"38.00000";"-3.63542"
"38.50000";"-3.62000"
"39.00000";"-3.60542"
"39.50000";"-3.59083"
"40.00000";"-3.57625"
"40.50000";"-3.56167"
"41.00000";"-3.54750"
"41.50000";"-3.53417"
"42.00000";"-3.52083"
"42.50000";"-3.50792"
"43.00000";"-3.49542"
"43.50000";"-3.48375"
"44.00000";"-3.47333"
"44.50000";"-3.46333"
"45.00000";"-3.45292"
"45.50000";"-3.44125"
"46.00000";"-3.42917"
"46.50000";"-3.41875"
"47.00000";"-3.40792"
"47.50000";"-3.39792"
"48.00000";"-3.38708"
"48.50000";"-3.37750"
"49.00000";"-3.36958"
"49.50000";"-3.36167"
"50.00000";"-3.35375"
"50.50000";"-3.34417"
"51.00000";"-3.33542"
"51.50000";"-3.32708"
"52.00000";"-3.31875"
"52.50000";"-3.31000"
"53.00000";"-3.30167"
"53.50000";"-3.29375"
"54.00000";"-3.28625"
"54.50000";"-3.27875"
"55.00000";"-3.27250"
"55.50000";"-3.26625"
"56.00000";"-3.26000"
"56.50000";"-3.25333"
"57.00000";"-3.24667"
"57.50000";"-3.24042"
"58.00000";"-3.23417"
"58.50000";"-3.22875"
"59.00000";"-3.22333"
"59.50000";"-3.21750"
