"400N1_1#004"
""
"Time (s)";"Current (uA)"
"0.00000";"-10.48000"
"0.50000";"-9.83375"
"1.00000";"-9.25917"
"1.50000";"-8.78542"
"2.00000";"-8.38042"
"2.50000";"-8.02667"
"3.00000";"-7.71417"
"3.50000";"-7.43542"
"4.00000";"-7.19250"
"4.50000";"-6.97208"
"5.00000";"-6.77292"
"5.50000";"-6.59000"
"6.00000";"-6.42375"
"6.50000";"-6.27125"
"7.00000";"-6.13042"
"7.50000";"-5.99792"
"8.00000";"-5.87458"
"8.50000";"-5.75958"
"9.00000";"-5.65250"
"9.50000";"-5.55125"
"10.00000";"-5.45750"
"10.50000";"-5.36833"
"11.00000";"-5.28375"
"11.50000";"-5.20167"
"12.00000";"-5.12542"
"12.50000";"-5.05458"
"13.00000";"-4.98667"
"13.50000";"-4.92083"
"14.00000";"-4.85708"
"14.50000";"-4.79667"
"15.00000";"-4.73875"
"15.50000";"-4.68292"
"16.00000";"-4.63000"
"16.50000";"-4.58000"
"17.00000";"-4.53167"
"17.50000";"-4.48500"
"18.00000";"-4.43917"
"18.50000";"-4.39583"
"19.00000";"-4.35417"
"19.50000";"-4.31375"
"20.00000";"-4.27458"
"20.50000";"-4.23708"
"21.00000";"-4.20292"
"21.50000";"-4.16833"
"22.00000";"-4.13458"
"22.50000";"-4.10000"
"23.00000";"-4.06792"
"23.50000";"-4.03667"
"24.00000";"-4.00667"
"24.50000";"-3.97792"
"25.00000";"-3.95000"
"25.50000";"-3.92292"
"26.00000";"-3.89792"
"26.50000";"-3.87583"
"27.00000";"-3.85292"
"27.50000";"-3.82958"
"28.00000";"-3.80417"
"28.50000";"-3.78125"
"29.00000";"-3.75875"
"29.50000";"-3.73750"
"30.00000";"-3.71625"
"30.50000";"-3.69583"
"31.00000";"-3.67750"
"31.50000";"-3.65917"
"32.00000";"-3.64167"
"32.50000";"-3.62333"
"33.00000";"-3.60708"
"33.50000";"-3.59208"
"34.00000";"-3.57667"
"34.50000";"-3.56042"
"35.00000";"-3.54250"
"35.50000";"-3.52542"
"36.00000";"-3.50875"
"36.50000";"-3.49292"
"37.00000";"-3.47750"
"37.50000";"-3.46250"
"38.00000";"-3.44875"
"38.50000";"-3.43542"
"39.00000";"-3.42250"
"39.50000";"-3.40917"
"40.00000";"-3.39625"
"40.50000";"-3.38417"
"41.00000";"-3.37250"
"41.50000";"-3.36125"
"42.00000";"-3.34958"
"42.50000";"-3.33875"
"43.00000";"-3.32750"
"43.50000";"-3.31792"
"44.00000";"-3.30750"
"44.50000";"-3.29792"
"45.00000";"-3.28792"
"45.50000";"-3.27792"
"46.00000";"-3.26750"
"46.50000";"-3.25708"
"47.00000";"-3.24833"
"47.50000";"-3.24083"
"48.00000";"-3.23375"
"48.50000";"-3.22667"
"49.00000";"-3.21958"
"49.50000";"-3.21292"
"50.00000";"-3.20625"
"50.50000";"-3.19958"
"51.00000";"-3.19292"
"51.50000";"-3.18667"
"52.00000";"-3.18125"
"52.50000";"-3.17625"
"53.00000";"-3.17125"
"53.50000";"-3.16583"
"54.00000";"-3.16083"
"54.50000";"-3.15583"
"55.00000";"-3.15083"
"55.50000";"-3.14583"
"56.00000";"-3.14042"
"56.50000";"-3.13542"
"57.00000";"-3.13083"
"57.50000";"-3.12708"
"58.00000";"-3.12375"
"58.50000";"-3.12000"
"59.00000";"-3.11667"
"59.50000";"-3.11333"
"60.00000";"-3.11000"
