"400N1_1#019"
""
"Time (s)";"Current (uA)"
"0";"-0.117712"
"0.5";"-0.098454"
"1";"-0.083642"
"1.5";"-0.0752"
"2";"-0.069913"
"2.5";"-0.065046"
"3";"-0.059708"
"3.5";"-0.054879"
"4";"-0.051713"
"4.5";"-0.048746"
"5";"-0.045538"
"5.5";"-0.042904"
"6";"-0.040917"
"6.5";"-0.040483"
"7";"-0.039933"
"7.5";"-0.039858"
"8";"-0.039313"
"8.5";"-0.038196"
"9";"-0.037017"
"9.5";"-0.036567"
"10";"-0.036225"
"10.5";"-0.036321"
"11";"-0.034704"
"11.5";"-0.034208"
"12";"-0.033992"
"12.5";"-0.03485"
"13";"-0.035408"
"13.5";"-0.034696"
"14";"-0.034038"
"14.5";"-0.032504"
"15";"-0.031429"
"15.5";"-0.030467"
"16";"-0.029821"
"16.5";"-0.030233"
"17";"-0.030554"
"17.5";"-0.031375"
"18";"-0.031654"
"18.5";"-0.031775"
"19";"-0.031967"
"19.5";"-0.030496"
"20";"-0.029179"
"20.5";"-0.027629"
"21";"-0.027146"
"21.5";"-0.0272"
"22";"-0.026967"
"22.5";"-0.026629"
"23";"-0.026221"
"23.5";"-0.026025"
"24";"-0.026325"
"24.5";"-0.026408"
"25";"-0.0263"
"25.5";"-0.02595"
"26";"-0.025825"
"26.5";"-0.02595"
"27";"-0.025988"
"27.5";"-0.025779"
"28";"-0.025288"
"28.5";"-0.024579"
"29";"-0.024325"
"29.5";"-0.024167"
"30";"-0.024354"
"30.5";"-0.023808"
"31";"-0.023096"
"31.5";"-0.022629"
"32";"-0.022862"
"32.5";"-0.023563"
"33";"-0.023746"
"33.5";"-0.022958"
"34";"-0.021892"
"34.5";"-0.021346"
"35";"-0.021529"
"35.5";"-0.02205"
"36";"-0.022375"
"36.5";"-0.022288"
"37";"-0.021908"
"37.5";"-0.021742"
"38";"-0.021946"
"38.5";"-0.022788"
"39";"-0.02395"
"39.5";"-0.025354"
"40";"-0.026696"
"40.5";"-0.027679"
"41";"-0.028804"
"41.5";"-0.0292"
"42";"-0.029158"
"42.5";"-0.027954"
"43";"-0.027075"
"43.5";"-0.025229"
"44";"-0.023271"
"44.5";"-0.021346"
"45";"-0.020675"
"45.5";"-0.020629"
"46";"-0.020638"
"46.5";"-0.020867"
"47";"-0.021383"
"47.5";"-0.021429"
"48";"-0.021196"
"48.5";"-0.020713"
"49";"-0.020771"
"49.5";"-0.020638"
"50";"-0.020288"
"50.5";"-0.020012"
"51";"-0.019696"
"51.5";"-0.019708"
"52";"-0.019392"
"52.5";"-0.019083"
"53";"-0.018912"
"53.5";"-0.018758"
"54";"-0.018896"
"54.5";"-0.018504"
"55";"-0.018779"
"55.5";"-0.019271"
"56";"-0.020446"
"56.5";"-0.020942"
"57";"-0.02075"
"57.5";"-0.019996"
"58";"-0.019204"
"58.5";"-0.019263"
"59";"-0.019263"
"59.5";"-0.019246"
"60";"-0.0186"
