"400N1_1#025"
""
"Time (s)";"Current (uA)"
"0";"-13.862499"
"0.5";"-13.023334"
"1";"-12.272916"
"1.5";"-11.634583"
"2";"-11.130833"
"2.5";"-10.686666"
"3";"-10.295417"
"3.5";"-9.945"
"4";"-9.63"
"4.5";"-9.34125"
"5";"-9.079166"
"5.5";"-8.838333"
"6";"-8.617499"
"6.5";"-8.412499"
"7";"-8.222917"
"7.5";"-8.045834"
"8";"-7.880417"
"8.5";"-7.72625"
"9";"-7.58125"
"9.5";"-7.444167"
"10";"-7.313333"
"10.5";"-7.190834"
"11";"-7.074999"
"11.5";"-6.965"
"12";"-6.859583"
"12.5";"-6.759167"
"13";"-6.663333"
"13.5";"-6.572083"
"14";"-6.484583"
"14.5";"-6.4025"
"15";"-6.324167"
"15.5";"-6.25"
"16";"-6.177917"
"16.5";"-6.107916"
"17";"-6.039999"
"17.5";"-5.974583"
"18";"-5.912083"
"18.5";"-5.851667"
"19";"-5.793749"
"19.5";"-5.737916"
"20";"-5.684167"
"20.5";"-5.632084"
"21";"-5.582083"
"21.5";"-5.533333"
"22";"-5.48625"
"22.5";"-5.440417"
"23";"-5.396667"
"23.5";"-5.354167"
"24";"-5.312084"
"24.5";"-5.271667"
"25";"-5.232917"
"25.5";"-5.195833"
"26";"-5.159583"
"26.5";"-5.125"
"27";"-5.092083"
"27.5";"-5.06"
"28";"-5.027916"
"28.5";"-4.996666"
"29";"-4.965833"
"29.5";"-4.935417"
"30";"-4.90625"
"30.5";"-4.87875"
"31";"-4.852084"
"31.5";"-4.825"
"32";"-4.799583"
"32.5";"-4.774583"
"33";"-4.750833"
"33.5";"-4.72625"
"34";"-4.703333"
"34.5";"-4.680833"
"35";"-4.659167"
"35.5";"-4.637083"
"36";"-4.61625"
"36.5";"-4.595833"
"37";"-4.576667"
"37.5";"-4.55875"
"38";"-4.540833"
"38.5";"-4.522917"
"39";"-4.505"
"39.5";"-4.487917"
"40";"-4.472084"
"40.5";"-4.455417"
"41";"-4.439167"
"41.5";"-4.423334"
"42";"-4.40875"
"42.5";"-4.395"
"43";"-4.380834"
"43.5";"-4.366667"
"44";"-4.3525"
"44.5";"-4.33875"
"45";"-4.325833"
"45.5";"-4.313334"
"46";"-4.301667"
"46.5";"-4.289166"
"47";"-4.277083"
"47.5";"-4.264584"
"48";"-4.2525"
"48.5";"-4.240417"
"49";"-4.228333"
"49.5";"-4.2175"
"50";"-4.20625"
"50.5";"-4.195833"
"51";"-4.184999"
"51.5";"-4.174583"
"52";"-4.164583"
"52.5";"-4.15375"
"53";"-4.145417"
"53.5";"-4.137084"
"54";"-4.129583"
"54.5";"-4.119583"
"55";"-4.11"
"55.5";"-4.100416"
"56";"-4.091667"
"56.5";"-4.083333"
"57";"-4.075834"
"57.5";"-4.067917"
"58";"-4.060417"
"58.5";"-4.052917"
"59";"-4.046667"
"59.5";"-4.04"
