"400N1_1#033"
""
"Time (s)";"Current (uA)"
"0";"-3.5775"
"0.5";"-3.364583"
"1";"-3.174166"
"1.5";"-3.013333"
"2";"-2.875417"
"2.5";"-2.755833"
"3";"-2.652083"
"3.5";"-2.56"
"4";"-2.4775"
"4.5";"-2.402083"
"5";"-2.33375"
"5.5";"-2.270833"
"6";"-2.213333"
"6.5";"-2.160417"
"7";"-2.111667"
"7.5";"-2.066667"
"8";"-2.024167"
"8.5";"-1.984167"
"9";"-1.946667"
"9.5";"-1.911667"
"10";"-1.879167"
"10.5";"-1.847917"
"11";"-1.817917"
"11.5";"-1.789167"
"12";"-1.759417"
"12.5";"-1.731667"
"13";"-1.705542"
"13.5";"-1.682833"
"14";"-1.660292"
"14.5";"-1.639"
"15";"-1.618958"
"15.5";"-1.599958"
"16";"-1.581208"
"16.5";"-1.562708"
"17";"-1.545125"
"17.5";"-1.528417"
"18";"-1.512667"
"18.5";"-1.497458"
"19";"-1.482708"
"19.5";"-1.468375"
"20";"-1.454208"
"20.5";"-1.440792"
"21";"-1.428083"
"21.5";"-1.416208"
"22";"-1.404167"
"22.5";"-1.392333"
"23";"-1.380917"
"23.5";"-1.369708"
"24";"-1.35875"
"24.5";"-1.348"
"25";"-1.337708"
"25.5";"-1.328167"
"26";"-1.318333"
"26.5";"-1.309167"
"27";"-1.299833"
"27.5";"-1.290958"
"28";"-1.281917"
"28.5";"-1.273292"
"29";"-1.265042"
"29.5";"-1.257"
"30";"-1.249167"
"30.5";"-1.241417"
"31";"-1.23375"
"31.5";"-1.226083"
"32";"-1.218375"
"32.5";"-1.211667"
"33";"-1.205167"
"33.5";"-1.199292"
"34";"-1.192583"
"34.5";"-1.185917"
"35";"-1.179292"
"35.5";"-1.173375"
"36";"-1.167708"
"36.5";"-1.162125"
"37";"-1.156875"
"37.5";"-1.151167"
"38";"-1.1455"
"38.5";"-1.139417"
"39";"-1.134042"
"39.5";"-1.128667"
"40";"-1.123583"
"40.5";"-1.118625"
"41";"-1.113792"
"41.5";"-1.109167"
"42";"-1.104333"
"42.5";"-1.099542"
"43";"-1.094583"
"43.5";"-1.090208"
"44";"-1.086"
"44.5";"-1.081875"
"45";"-1.077542"
"45.5";"-1.073958"
"46";"-1.070333"
"46.5";"-1.06675"
"47";"-1.062583"
"47.5";"-1.059042"
"48";"-1.055792"
"48.5";"-1.052542"
"49";"-1.049"
"49.5";"-1.045375"
"50";"-1.042792"
"50.5";"-1.040083"
"51";"-1.0375"
"51.5";"-1.03475"
"52";"-1.032583"
"52.5";"-1.030583"
"53";"-1.028375"
"53.5";"-1.026292"
"54";"-1.02425"
"54.5";"-1.022333"
"55";"-1.019917"
"55.5";"-1.01775"
"56";"-1.015917"
"56.5";"-1.014917"
"57";"-1.013833"
"57.5";"-1.012583"
"58";"-1.011292"
"58.5";"-1.010083"
"59";"-1.008708"
"59.5";"-1.007708"
"60";"-1.00725"
