"0.10000";"-5.46000"
"0.09800";"-5.54625"
"0.09600";"-5.62792"
"0.09400";"-5.70250"
"0.09200";"-5.76958"
"0.09000";"-5.82208"
"0.08800";"-5.86917"
"0.08600";"-5.91125"
"0.08400";"-5.95458"
"0.08200";"-5.99167"
"0.08000";"-6.01583"
"0.07800";"-6.03750"
"0.07600";"-6.05333"
"0.07400";"-6.07125"
"0.07200";"-6.08208"
"0.07000";"-6.08542"
"0.06800";"-6.08500"
"0.06600";"-6.08167"
"0.06400";"-6.07875"
"0.06200";"-6.07208"
"0.06000";"-6.05750"
"0.05800";"-6.04083"
"0.05600";"-6.02083"
"0.05400";"-6.00292"
"0.05200";"-5.98125"
"0.05000";"-5.95500"
"0.04800";"-5.92583"
"0.04600";"-5.89417"
"0.04400";"-5.86375"
"0.04200";"-5.83167"
"0.04000";"-5.79667"
"0.03800";"-5.76167"
"0.03600";"-5.72417"
"0.03400";"-5.68750"
"0.03200";"-5.64792"
"0.03000";"-5.60667"
"0.02800";"-5.56583"
"0.02600";"-5.52417"
"0.02400";"-5.48417"
"0.02200";"-5.44250"
"0.02000";"-5.39792"
"0.01800";"-5.35375"
"0.01600";"-5.30792"
"0.01400";"-5.26542"
"0.01200";"-5.22167"
"0.01000";"-5.17708"
"0.00800";"-5.13333"
"0.00600";"-5.09042"
"0.00400";"-5.05042"
"0.00200";"-5.00875"
"0.00000";"-4.96667"
"-0.00200";"-4.92333"
"-0.00400";"-4.88042"
"-0.00600";"-4.83833"
"-0.00800";"-4.79542"
"-0.01000";"-4.75333"
"-0.01200";"-4.71000"
"-0.01400";"-4.66917"
"-0.01600";"-4.62917"
"-0.01800";"-4.58792"
"-0.02000";"-4.54750"
"-0.02200";"-4.50708"
"-0.02400";"-4.46875"
"-0.02600";"-4.43083"
"-0.02800";"-4.39083"
"-0.03000";"-4.35208"
"-0.03200";"-4.31292"
"-0.03400";"-4.27625"
"-0.03600";"-4.24042"
"-0.03800";"-4.20375"
"-0.04000";"-4.16708"
"-0.04200";"-4.13083"
"-0.04400";"-4.09583"
"-0.04600";"-4.06250"
"-0.04800";"-4.02792"
"-0.05000";"-3.99500"
"-0.05200";"-3.96083"
"-0.05400";"-3.92833"
"-0.05600";"-3.89500"
"-0.05800";"-3.86333"
"-0.06000";"-3.83250"
"-0.06200";"-3.80250"
"-0.06400";"-3.77333"
"-0.06600";"-3.74417"
"-0.06800";"-3.71375"
"-0.07000";"-3.68375"
"-0.07200";"-3.65417"
"-0.07400";"-3.62750"
"-0.07600";"-3.59917"
"-0.07800";"-3.57083"
"-0.08000";"-3.54167"
"-0.08200";"-3.51417"
"-0.08400";"-3.48792"
"-0.08600";"-3.46208"
"-0.08800";"-3.43583"
"-0.09000";"-3.41000"
"-0.09200";"-3.38458"
"-0.09400";"-3.36000"
"-0.09600";"-3.33542"
"-0.09800";"-3.31083"
"-0.10000";"-3.28667"
"-0.10200";"-3.26292"
"-0.10400";"-3.23958"
"-0.10600";"-3.21750"
"-0.10800";"-3.19458"
"-0.11000";"-3.17208"
"-0.11200";"-3.14958"
"-0.11400";"-3.12833"
"-0.11600";"-3.10708"
"-0.11800";"-3.08500"
"-0.12000";"-3.06375"
"-0.12200";"-3.04333"
"-0.12400";"-3.02375"
"-0.12600";"-3.00250"
"-0.12800";"-2.98167"
"-0.13000";"-2.96125"
"-0.13200";"-2.94292"
"-0.13400";"-2.92417"
"-0.13600";"-2.90500"
"-0.13800";"-2.88542"
"-0.14000";"-2.86708"
"-0.14200";"-2.84875"
"-0.14400";"-2.83167"
"-0.14600";"-2.81250"
"-0.14800";"-2.79583"
"-0.15000";"-2.77750"
"-0.15200";"-2.76083"
"-0.15400";"-2.74292"
"-0.15600";"-2.72625"
"-0.15800";"-2.71125"
"-0.16000";"-2.69750"
"-0.16200";"-2.68208"
"-0.16400";"-2.66458"
"-0.16600";"-2.64625"
"-0.16800";"-2.63000"
"-0.17000";"-2.61625"
"-0.17200";"-2.60083"
"-0.17400";"-2.58583"
"-0.17600";"-2.56958"
"-0.17800";"-2.55833"
"-0.18000";"-2.55000"
"-0.18200";"-2.54375"
"-0.18400";"-2.53625"
"-0.18600";"-2.52500"
"-0.18800";"-2.51333"
"-0.19000";"-2.50500"
"-0.19200";"-2.51208"
"-0.19400";"-2.50333"
"-0.19600";"-2.48542"
"-0.19800";"-2.45375"
"-0.20000";"-2.43833"
"-0.20200";"-2.42667"
"-0.20400";"-2.41583"
"-0.20600";"-2.40208"
"-0.20800";"-2.39083"
"-0.21000";"-2.40125"
"-0.21200";"-2.43667"
"-0.21400";"-2.48250"
"-0.21600";"-2.48458"
"-0.21800";"-2.43208"
"-0.22000";"-2.37417"
"-0.22200";"-2.32708"
"-0.22400";"-2.31000"
"-0.22600";"-2.28542"
"-0.22800";"-2.27042"
"-0.23000";"-2.25208"
"-0.23200";"-2.23167"
"-0.23400";"-2.21167"
"-0.23600";"-2.19625"
"-0.23800";"-2.18542"
"-0.24000";"-2.17458"
"-0.24200";"-2.16542"
"-0.24400";"-2.15458"
"-0.24600";"-2.14500"
"-0.24800";"-2.13458"
"-0.25000";"-2.12500"
"-0.25200";"-2.11500"
"-0.25400";"-2.10500"
"-0.25600";"-2.09583"
"-0.25800";"-2.08625"
"-0.26000";"-2.07750"
"-0.26200";"-2.06833"
"-0.26400";"-2.06000"
"-0.26600";"-2.05125"
"-0.26800";"-2.04208"
"-0.27000";"-2.03333"
"-0.27200";"-2.02458"
"-0.27400";"-2.01625"
"-0.27600";"-2.00750"
"-0.27800";"-2.00958"
"-0.28000";"-2.00250"
"-0.28200";"-1.99625"
"-0.28400";"-2.40125"
"-0.28600";"-2.40583"
"-0.28800";"-2.39792"
"-0.29000";"-1.96792"
"-0.29200";"-1.94750"
"-0.29400";"-1.94292"
"-0.29600";"-1.97167"
"-0.29800";"-1.97208"
"-0.30000";"-1.96083"
"-0.30200";"-1.91667"
"-0.30400";"-1.90125"
"-0.30600";"-1.89417"
"-0.30800";"-1.88750"
"-0.31000";"-1.88167"
