"400N1_1#007"
""
"Time (s)";"Current (uA)"
"0.00000";"-1.10137"
"0.50000";"-1.03729"
"1.00000";"-0.97996"
"1.50000";"-0.93175"
"2.00000";"-0.88971"
"2.50000";"-0.85350"
"3.00000";"-0.82079"
"3.50000";"-0.79233"
"4.00000";"-0.76650"
"4.50000";"-0.74392"
"5.00000";"-0.72283"
"5.50000";"-0.70358"
"6.00000";"-0.68579"
"6.50000";"-0.66967"
"7.00000";"-0.65933"
"7.50000";"-0.64567"
"8.00000";"-0.63271"
"8.50000";"-0.61587"
"9.00000";"-0.60454"
"9.50000";"-0.59379"
"10.00000";"-0.58400"
"10.50000";"-0.57446"
"11.00000";"-0.56558"
"11.50000";"-0.55687"
"12.00000";"-0.54879"
"12.50000";"-0.54100"
"13.00000";"-0.53375"
"13.50000";"-0.52679"
"14.00000";"-0.52033"
"14.50000";"-0.51388"
"15.00000";"-0.50771"
"15.50000";"-0.50171"
"16.00000";"-0.49629"
"16.50000";"-0.49104"
"17.00000";"-0.48600"
"17.50000";"-0.48096"
"18.00000";"-0.47588"
"18.50000";"-0.47108"
"19.00000";"-0.46663"
"19.50000";"-0.46246"
"20.00000";"-0.45842"
"20.50000";"-0.45433"
"21.00000";"-0.45054"
"21.50000";"-0.44671"
"22.00000";"-0.44317"
"22.50000";"-0.43967"
"23.00000";"-0.43637"
"23.50000";"-0.43296"
"24.00000";"-0.42971"
"24.50000";"-0.42667"
"25.00000";"-0.42392"
"25.50000";"-0.42121"
"26.00000";"-0.41846"
"26.50000";"-0.41567"
"27.00000";"-0.41308"
"27.50000";"-0.41054"
"28.00000";"-0.40804"
"28.50000";"-0.40575"
"29.00000";"-0.40333"
"29.50000";"-0.40129"
"30.00000";"-0.39896"
"30.50000";"-0.39692"
"31.00000";"-0.39487"
"31.50000";"-0.39308"
"32.00000";"-0.39117"
"32.50000";"-0.38925"
"33.00000";"-0.38750"
"33.50000";"-0.38579"
"34.00000";"-0.38425"
"34.50000";"-0.38258"
"35.00000";"-0.38104"
"35.50000";"-0.37958"
"36.00000";"-0.37825"
"36.50000";"-0.37717"
"37.00000";"-0.37579"
"37.50000";"-0.37442"
"38.00000";"-0.37304"
"38.50000";"-0.37183"
"39.00000";"-0.37071"
"39.50000";"-0.36967"
"40.00000";"-0.36867"
"40.50000";"-0.36758"
"41.00000";"-0.36642"
"41.50000";"-0.36537"
"42.00000";"-0.36442"
"42.50000";"-0.36354"
"43.00000";"-0.36271"
"43.50000";"-0.36192"
"44.00000";"-0.36117"
"44.50000";"-0.36033"
"45.00000";"-0.35950"
"45.50000";"-0.35846"
"46.00000";"-0.35775"
"46.50000";"-0.35713"
"47.00000";"-0.35675"
"47.50000";"-0.35612"
"48.00000";"-0.35550"
"48.50000";"-0.35500"
"49.00000";"-0.35467"
"49.50000";"-0.35425"
"50.00000";"-0.35379"
"50.50000";"-0.35333"
"51.00000";"-0.35287"
"51.50000";"-0.35250"
"52.00000";"-0.35192"
"52.50000";"-0.35167"
"53.00000";"-0.35146"
"53.50000";"-0.35133"
"54.00000";"-0.35100"
"54.50000";"-0.35050"
"55.00000";"-0.35025"
"55.50000";"-0.35012"
"56.00000";"-0.35004"
"56.50000";"-0.34975"
"57.00000";"-0.34958"
"57.50000";"-0.34938"
"58.00000";"-0.34946"
"58.50000";"-0.34929"
"59.00000";"-0.34942"
"59.50000";"-0.34929"
"60.00000";"-0.34925"
