"400N1_1#002"
""
"Potential (V)";"Current (uA)"
"0.27600";"82.33334"
"0.27400";"77.37500"
"0.27200";"72.41666"
"0.27000";"67.37500"
"0.26800";"62.29167"
"0.26600";"57.29167"
"0.26400";"52.25000"
"0.26200";"47.16667"
"0.26000";"41.95833"
"0.25800";"36.70833"
"0.25600";"31.50000"
"0.25400";"26.33333"
"0.25200";"21.20833"
"0.25000";"15.91667"
"0.24800";"10.70833"
"0.24600";"5.54167"
"0.24400";"0.45833"
"0.24200";"-4.79167"
"0.24000";"-10.12500"
"0.23800";"-15.29167"
"0.23600";"-20.50000"
"0.23400";"-25.75000"
"0.23200";"-31.25000"
"0.23000";"-36.58333"
"0.22800";"-41.75000"
"0.22600";"-46.91667"
"0.22400";"-52.25000"
"0.22200";"-57.66667"
"0.22000";"-63.00000"
"0.21800";"-68.25000"
"0.21600";"-73.50000"
"0.21400";"-78.83334"
"0.21200";"-84.20834"
"0.21000";"-89.70834"
"0.20800";"-94.95834"
"0.20600";"-100.20834"
"0.20400";"-105.45834"
"0.20200";"-110.87500"
"0.20000";"-116.25000"
"0.19800";"-121.37500"
"0.19600";"-126.45834"
"0.19400";"-131.58333"
"0.19200";"-136.79167"
"0.19000";"-142.08333"
"0.18800";"-147.25000"
"0.18600";"-152.41667"
"0.18400";"-157.58333"
"0.18200";"-162.79167"
"0.18000";"-168.08333"
"0.17800";"-173.16667"
"0.17600";"-178.12500"
"0.17400";"-183.08333"
"0.17200";"-188.16667"
"0.17000";"-193.37500"
"0.16800";"-198.33333"
"0.16600";"-203.29167"
"0.16400";"-208.20833"
"0.16200";"-213.33333"
"0.16000";"-218.70833"
"0.15800";"-224.16667"
"0.15600";"-229.62500"
"0.15400";"-234.79167"
"0.15200";"-239.91667"
"0.15000";"-244.95833"
"0.14800";"-249.79167"
"0.14600";"-254.50000"
"0.14400";"-259.12500"
"0.14200";"-263.83334"
"0.14000";"-268.50000"
"0.13800";"-273.04166"
"0.13600";"-277.54166"
"0.13400";"-282.08334"
"0.13200";"-286.70834"
"0.13000";"-291.29166"
"0.12800";"-295.58334"
"0.12600";"-299.79166"
"0.12400";"-304.00000"
"0.12200";"-308.37500"
"0.12000";"-312.54166"
"0.11800";"-316.62500"
"0.11600";"-320.66666"
"0.11400";"-324.83334"
"0.11200";"-328.87500"
"0.11000";"-332.75000"
"0.10800";"-336.45834"
"0.10600";"-340.20834"
"0.10400";"-344.00000"
"0.10200";"-347.87500"
"0.10000";"-351.41666"
"0.09800";"-354.87500"
"0.09600";"-358.16666"
"0.09400";"-361.62500"
"0.09200";"-365.04166"
"0.09000";"-368.33334"
"0.08800";"-371.50000"
"0.08600";"-374.50000"
"0.08400";"-377.54166"
"0.08200";"-380.50000"
"0.08000";"-383.29166"
"0.07800";"-386.00000"
"0.07600";"-388.66666"
"0.07400";"-391.25000"
"0.07200";"-393.75000"
"0.07000";"-396.08334"
"0.06800";"-398.50000"
"0.06600";"-400.79166"
"0.06400";"-403.00000"
"0.06200";"-405.16666"
"0.06000";"-407.04166"
"0.05800";"-408.95834"
"0.05600";"-410.66666"
"0.05400";"-412.50000"
"0.05200";"-414.20834"
"0.05000";"-415.70834"
"0.04800";"-417.12500"
"0.04600";"-418.33334"
"0.04400";"-419.54166"
"0.04200";"-420.58334"
"0.04000";"-421.50000"
"0.03800";"-422.33334"
"0.03600";"-423.04166"
"0.03400";"-423.66666"
"0.03200";"-424.16666"
"0.03000";"-424.54166"
"0.02800";"-424.87500"
"0.02600";"-425.04166"
"0.02400";"-425.16666"
"0.02200";"-425.16666"
"0.02000";"-425.00000"
"0.01800";"-424.62500"
"0.01600";"-424.08334"
"0.01400";"-423.54166"
"0.01200";"-422.87500"
"0.01000";"-422.00000"
"0.00800";"-421.00000"
"0.00600";"-419.95834"
"0.00400";"-418.91666"
"0.00200";"-417.70834"
"0.00000";"-416.33334"
"-0.00200";"-414.83334"
"-0.00400";"-413.25000"
"-0.00600";"-411.58334"
"-0.00800";"-409.70834"
"-0.01000";"-407.75000"
"-0.01200";"-405.62500"
"-0.01400";"-403.54166"
"-0.01600";"-401.33334"
"-0.01800";"-398.95834"
"-0.02000";"-396.50000"
"-0.02200";"-393.87500"
"-0.02400";"-391.29166"
"-0.02600";"-388.62500"
"-0.02800";"-385.83334"
"-0.03000";"-383.04166"
"-0.03200";"-380.16666"
"-0.03400";"-377.33334"
"-0.03600";"-374.33334"
"-0.03800";"-371.20834"
"-0.04000";"-368.04166"
"-0.04200";"-364.87500"
"-0.04400";"-361.75000"
"-0.04600";"-358.54166"
"-0.04800";"-355.25000"
"-0.05000";"-351.91666"
"-0.05200";"-348.54166"
"-0.05400";"-345.16666"
"-0.05600";"-341.75000"
"-0.05800";"-338.33334"
"-0.06000";"-335.00000"
"-0.06200";"-331.62500"
"-0.06400";"-328.29166"
"-0.06600";"-324.91666"
"-0.06800";"-321.50000"
"-0.07000";"-318.20834"
"-0.07200";"-314.91666"
"-0.07400";"-311.79166"
"-0.07600";"-308.54166"
"-0.07800";"-305.29166"
"-0.08000";"-302.00000"
"-0.08200";"-298.83334"
"-0.08400";"-295.66666"
"-0.08600";"-292.54166"
"-0.08800";"-289.33334"
"-0.09000";"-286.25000"
"-0.09200";"-283.20834"
"-0.09400";"-280.25000"
"-0.09600";"-277.25000"
"-0.09800";"-274.25000"
"-0.10000";"-271.29166"
"-0.10200";"-268.37500"
"-0.10400";"-265.58334"
"-0.10600";"-262.79166"
"-0.10800";"-260.04166"
"-0.11000";"-257.33334"
"-0.11200";"-254.75000"
"-0.11400";"-252.29167"
"-0.11600";"-249.75000"
"-0.11800";"-247.16667"
"-0.12000";"-244.54167"
"-0.12200";"-242.04167"
"-0.12400";"-239.58333"
"-0.12600";"-237.20833"
"-0.12800";"-234.87500"
"-0.13000";"-232.54167"
"-0.13200";"-230.20833"
"-0.13400";"-227.87500"
"-0.13600";"-225.66667"
"-0.13800";"-223.37500"
"-0.14000";"-221.16667"
"-0.14200";"-218.91667"
"-0.14400";"-216.87500"
"-0.14600";"-214.79167"
"-0.14800";"-212.75000"
"-0.15000";"-210.66667"
"-0.15200";"-208.62500"
"-0.15400";"-206.62500"
