"400N1_1#004"
""
"Time (s)";"Current (uA)"
"0.00000";"-0.98212"
"0.50000";"-0.92554"
"1.00000";"-0.87546"
"1.50000";"-0.83208"
"2.00000";"-0.79475"
"2.50000";"-0.76129"
"3.00000";"-0.73250"
"3.50000";"-0.70646"
"4.00000";"-0.68379"
"4.50000";"-0.66342"
"5.00000";"-0.64521"
"5.50000";"-0.62796"
"6.00000";"-0.61221"
"6.50000";"-0.59858"
"7.00000";"-0.58533"
"7.50000";"-0.57292"
"8.00000";"-0.56033"
"8.50000";"-0.54950"
"9.00000";"-0.53958"
"9.50000";"-0.53054"
"10.00000";"-0.52175"
"10.50000";"-0.51329"
"11.00000";"-0.50533"
"11.50000";"-0.49767"
"12.00000";"-0.49046"
"12.50000";"-0.48346"
"13.00000";"-0.47708"
"13.50000";"-0.47079"
"14.00000";"-0.46479"
"14.50000";"-0.45892"
"15.00000";"-0.45325"
"15.50000";"-0.44800"
"16.00000";"-0.44304"
"16.50000";"-0.43829"
"17.00000";"-0.43342"
"17.50000";"-0.42862"
"18.00000";"-0.42417"
"18.50000";"-0.42017"
"19.00000";"-0.41621"
"19.50000";"-0.41238"
"20.00000";"-0.40858"
"20.50000";"-0.40500"
"21.00000";"-0.40163"
"21.50000";"-0.39829"
"22.00000";"-0.39508"
"22.50000";"-0.39179"
"23.00000";"-0.38883"
"23.50000";"-0.38604"
"24.00000";"-0.38350"
"24.50000";"-0.38096"
"25.00000";"-0.37846"
"25.50000";"-0.37583"
"26.00000";"-0.37333"
"26.50000";"-0.37083"
"27.00000";"-0.36871"
"27.50000";"-0.36783"
"28.00000";"-0.36567"
"28.50000";"-0.36333"
"29.00000";"-0.35992"
"29.50000";"-0.35792"
"30.00000";"-0.35608"
"30.50000";"-0.35433"
"31.00000";"-0.35242"
"31.50000";"-0.35046"
"32.00000";"-0.34842"
"32.50000";"-0.34667"
"33.00000";"-0.34508"
"33.50000";"-0.34358"
"34.00000";"-0.34200"
"34.50000";"-0.34038"
"35.00000";"-0.33883"
"35.50000";"-0.33742"
"36.00000";"-0.33604"
"36.50000";"-0.33458"
"37.00000";"-0.33329"
"37.50000";"-0.33212"
"38.00000";"-0.33088"
"38.50000";"-0.32987"
"39.00000";"-0.32888"
"39.50000";"-0.32808"
"40.00000";"-0.32717"
"40.50000";"-0.32650"
"41.00000";"-0.32588"
"41.50000";"-0.32529"
"42.00000";"-0.32462"
"42.50000";"-0.32413"
"43.00000";"-0.32379"
"43.50000";"-0.32350"
"44.00000";"-0.32337"
"44.50000";"-0.32337"
"45.00000";"-0.32333"
"45.50000";"-0.32333"
"46.00000";"-0.32317"
"46.50000";"-0.32333"
"47.00000";"-0.32354"
"47.50000";"-0.32392"
"48.00000";"-0.32442"
"48.50000";"-0.32487"
"49.00000";"-0.32546"
"49.50000";"-0.32588"
"50.00000";"-0.32642"
"50.50000";"-0.32708"
"51.00000";"-0.32792"
"51.50000";"-0.32879"
"52.00000";"-0.32958"
"52.50000";"-0.33050"
"53.00000";"-0.33142"
"53.50000";"-0.33237"
"54.00000";"-0.33317"
"54.50000";"-0.33408"
"55.00000";"-0.33508"
"55.50000";"-0.33621"
"56.00000";"-0.33729"
"56.50000";"-0.33808"
"57.00000";"-0.33888"
"57.50000";"-0.33967"
"58.00000";"-0.34067"
"58.50000";"-0.34171"
"59.00000";"-0.34288"
"59.50000";"-0.34392"
"60.00000";"-0.34475"
