"400N1_1#009"
""
"Time (s)";"Current (uA)"
"0.00000";"-1.12063"
"0.50000";"-1.05475"
"1.00000";"-0.99579"
"1.50000";"-0.94621"
"2.00000";"-0.90371"
"2.50000";"-0.86675"
"3.00000";"-0.83413"
"3.50000";"-0.80508"
"4.00000";"-0.77921"
"4.50000";"-0.75583"
"5.00000";"-0.73454"
"5.50000";"-0.71508"
"6.00000";"-0.69746"
"6.50000";"-0.68179"
"7.00000";"-0.66658"
"7.50000";"-0.65258"
"8.00000";"-0.63900"
"8.50000";"-0.62700"
"9.00000";"-0.61550"
"9.50000";"-0.60475"
"10.00000";"-0.59462"
"10.50000";"-0.58512"
"11.00000";"-0.57604"
"11.50000";"-0.56771"
"12.00000";"-0.55954"
"12.50000";"-0.55183"
"13.00000";"-0.54429"
"13.50000";"-0.53737"
"14.00000";"-0.53092"
"14.50000";"-0.52467"
"15.00000";"-0.51883"
"15.50000";"-0.51304"
"16.00000";"-0.50750"
"16.50000";"-0.50208"
"17.00000";"-0.49688"
"17.50000";"-0.49200"
"18.00000";"-0.48713"
"18.50000";"-0.48263"
"19.00000";"-0.47829"
"19.50000";"-0.47433"
"20.00000";"-0.47042"
"20.50000";"-0.46675"
"21.00000";"-0.46300"
"21.50000";"-0.45933"
"22.00000";"-0.45588"
"22.50000";"-0.45271"
"23.00000";"-0.44967"
"23.50000";"-0.44654"
"24.00000";"-0.44363"
"24.50000";"-0.44096"
"25.00000";"-0.43821"
"25.50000";"-0.43546"
"26.00000";"-0.43275"
"26.50000";"-0.43029"
"27.00000";"-0.42796"
"27.50000";"-0.42583"
"28.00000";"-0.42379"
"28.50000";"-0.42188"
"29.00000";"-0.41979"
"29.50000";"-0.41750"
"30.00000";"-0.41542"
"30.50000";"-0.41358"
"31.00000";"-0.41204"
"31.50000";"-0.41025"
"32.00000";"-0.40850"
"32.50000";"-0.40683"
"33.00000";"-0.40533"
"33.50000";"-0.40392"
"34.00000";"-0.40258"
"34.50000";"-0.40117"
"35.00000";"-0.39983"
"35.50000";"-0.39833"
"36.00000";"-0.39725"
"36.50000";"-0.39592"
"37.00000";"-0.39488"
"37.50000";"-0.39350"
"38.00000";"-0.39237"
"38.50000";"-0.39112"
"39.00000";"-0.38988"
"39.50000";"-0.38867"
"40.00000";"-0.38771"
"40.50000";"-0.38700"
"41.00000";"-0.38612"
"41.50000";"-0.38513"
"42.00000";"-0.38404"
"42.50000";"-0.38308"
"43.00000";"-0.38225"
"43.50000";"-0.38146"
"44.00000";"-0.38075"
"44.50000";"-0.38004"
"45.00000";"-0.37937"
"45.50000";"-0.37863"
"46.00000";"-0.37792"
"46.50000";"-0.37721"
"47.00000";"-0.37642"
"47.50000";"-0.37583"
"48.00000";"-0.37504"
"48.50000";"-0.37458"
"49.00000";"-0.37421"
"49.50000";"-0.37383"
"50.00000";"-0.37367"
"50.50000";"-0.37292"
"51.00000";"-0.37262"
"51.50000";"-0.37200"
"52.00000";"-0.37175"
"52.50000";"-0.37129"
"53.00000";"-0.37100"
"53.50000";"-0.37029"
"54.00000";"-0.36983"
"54.50000";"-0.36963"
"55.00000";"-0.36987"
"55.50000";"-0.36992"
"56.00000";"-0.37000"
"56.50000";"-0.36975"
"57.00000";"-0.36963"
"57.50000";"-0.36937"
"58.00000";"-0.36950"
"58.50000";"-0.36958"
"59.00000";"-0.36950"
"59.50000";"-0.36954"
"60.00000";"-0.36975"
