"400N1_1#007"
""
"Time (s)";"Current (uA)"
"0.00000";"-8.70625"
"0.50000";"-8.16208"
"1.00000";"-7.67917"
"1.50000";"-7.27708"
"2.00000";"-6.93500"
"2.50000";"-6.64167"
"3.00000";"-6.38500"
"3.50000";"-6.15958"
"4.00000";"-5.95625"
"4.50000";"-5.77250"
"5.00000";"-5.60500"
"5.50000";"-5.45167"
"6.00000";"-5.31250"
"6.50000";"-5.19042"
"7.00000";"-5.07250"
"7.50000";"-4.97208"
"8.00000";"-4.86292"
"8.50000";"-4.76667"
"9.00000";"-4.66583"
"9.50000";"-4.57958"
"10.00000";"-4.49833"
"10.50000";"-4.42208"
"11.00000";"-4.35000"
"11.50000";"-4.28167"
"12.00000";"-4.21667"
"12.50000";"-4.15542"
"13.00000";"-4.09625"
"13.50000";"-4.04000"
"14.00000";"-3.98625"
"14.50000";"-3.93542"
"15.00000";"-3.88708"
"15.50000";"-3.84167"
"16.00000";"-3.79792"
"16.50000";"-3.75542"
"17.00000";"-3.71375"
"17.50000";"-3.67333"
"18.00000";"-3.63458"
"18.50000";"-3.59708"
"19.00000";"-3.56167"
"19.50000";"-3.52750"
"20.00000";"-3.49417"
"20.50000";"-3.46125"
"21.00000";"-3.42958"
"21.50000";"-3.39875"
"22.00000";"-3.36958"
"22.50000";"-3.34083"
"23.00000";"-3.31333"
"23.50000";"-3.28667"
"24.00000";"-3.26083"
"24.50000";"-3.23583"
"25.00000";"-3.21125"
"25.50000";"-3.18792"
"26.00000";"-3.16542"
"26.50000";"-3.14292"
"27.00000";"-3.12125"
"27.50000";"-3.10042"
"28.00000";"-3.08042"
"28.50000";"-3.06042"
"29.00000";"-3.04042"
"29.50000";"-3.02167"
"30.00000";"-3.00292"
"30.50000";"-2.98458"
"31.00000";"-2.96583"
"31.50000";"-2.94833"
"32.00000";"-2.93083"
"32.50000";"-2.91417"
"33.00000";"-2.89792"
"33.50000";"-2.88208"
"34.00000";"-2.86708"
"34.50000";"-2.85167"
"35.00000";"-2.83667"
"35.50000";"-2.82167"
"36.00000";"-2.80750"
"36.50000";"-2.79417"
"37.00000";"-2.78083"
"37.50000";"-2.76792"
"38.00000";"-2.75417"
"38.50000";"-2.74083"
"39.00000";"-2.72792"
"39.50000";"-2.71542"
"40.00000";"-2.70375"
"40.50000";"-2.69167"
"41.00000";"-2.68000"
"41.50000";"-2.66792"
"42.00000";"-2.65625"
"42.50000";"-2.64542"
"43.00000";"-2.63458"
"43.50000";"-2.62458"
"44.00000";"-2.61458"
"44.50000";"-2.60500"
"45.00000";"-2.59542"
"45.50000";"-2.58583"
"46.00000";"-2.57625"
"46.50000";"-2.56708"
"47.00000";"-2.55917"
"47.50000";"-2.55208"
"48.00000";"-2.54458"
"48.50000";"-2.53708"
"49.00000";"-2.52917"
"49.50000";"-2.52167"
"50.00000";"-2.51417"
"50.50000";"-2.50708"
"51.00000";"-2.50042"
"51.50000";"-2.49250"
"52.00000";"-2.48500"
"52.50000";"-2.47750"
"53.00000";"-2.47042"
"53.50000";"-2.46333"
"54.00000";"-2.45667"
"54.50000";"-2.45042"
"55.00000";"-2.44417"
"55.50000";"-2.43750"
"56.00000";"-2.43125"
"56.50000";"-2.42500"
"57.00000";"-2.42208"
"57.50000";"-2.41833"
"58.00000";"-2.41375"
"58.50000";"-2.40667"
"59.00000";"-2.40167"
"59.50000";"-2.39792"
"60.00000";"-2.39375"
