"400N1_1#002"
""
"Potential (V)";"Current (uA)"
"0.45800";"30.06667"
"0.45600";"29.98333"
"0.45400";"29.90833"
"0.45200";"29.82500"
"0.45000";"29.74583"
"0.44800";"29.65833"
"0.44600";"29.57500"
"0.44400";"29.49583"
"0.44200";"29.42083"
"0.44000";"29.35000"
"0.43800";"29.27083"
"0.43600";"29.18750"
"0.43400";"29.10417"
"0.43200";"29.02083"
"0.43000";"28.94167"
"0.42800";"28.85417"
"0.42600";"28.77083"
"0.42400";"28.69167"
"0.42200";"28.61667"
"0.42000";"28.53750"
"0.41800";"28.45417"
"0.41600";"28.36667"
"0.41400";"28.28750"
"0.41200";"28.20000"
"0.41000";"28.11667"
"0.40800";"28.02917"
"0.40600";"27.94583"
"0.40400";"27.86250"
"0.40200";"27.78333"
"0.40000";"27.70000"
"0.39800";"27.60833"
"0.39600";"27.50833"
"0.39400";"27.42500"
"0.39200";"27.35000"
"0.39000";"27.27083"
"0.38800";"27.18333"
"0.38600";"27.10000"
"0.38400";"27.00833"
"0.38200";"26.91250"
"0.38000";"26.80833"
"0.37800";"26.71250"
"0.37600";"26.62500"
"0.37400";"26.52917"
"0.37200";"26.43333"
"0.37000";"26.32917"
"0.36800";"26.22917"
"0.36600";"26.14166"
"0.36400";"26.04583"
"0.36200";"25.95000"
"0.36000";"25.84167"
"0.35800";"25.73333"
"0.35600";"25.63333"
"0.35400";"25.52917"
"0.35200";"25.42917"
"0.35000";"25.32083"
"0.34800";"25.21667"
"0.34600";"25.11250"
"0.34400";"25.00417"
"0.34200";"24.88750"
"0.34000";"24.76667"
"0.33800";"24.64583"
"0.33600";"24.53750"
"0.33400";"24.42083"
"0.33200";"24.30417"
"0.33000";"24.17500"
"0.32800";"24.04583"
"0.32600";"23.92500"
"0.32400";"23.79583"
"0.32200";"23.66667"
"0.32000";"23.52083"
"0.31800";"23.37500"
"0.31600";"23.22917"
"0.31400";"23.08750"
"0.31200";"22.94167"
"0.31000";"22.78750"
"0.30800";"22.62917"
"0.30600";"22.47500"
"0.30400";"22.31667"
"0.30200";"22.15000"
"0.30000";"21.96667"
"0.29800";"21.78750"
"0.29600";"21.61250"
"0.29400";"21.43333"
"0.29200";"21.23750"
"0.29000";"21.03333"
"0.28800";"20.82500"
"0.28600";"20.62917"
"0.28400";"20.42084"
"0.28200";"20.20833"
"0.28000";"19.96250"
"0.27800";"19.71667"
"0.27600";"19.47917"
"0.27400";"19.24167"
"0.27200";"18.99167"
"0.27000";"18.72083"
"0.26800";"18.44583"
"0.26600";"18.16667"
"0.26400";"17.86667"
"0.26200";"17.56250"
"0.26000";"17.23750"
"0.25800";"16.90833"
"0.25600";"16.56667"
"0.25400";"16.22083"
"0.25200";"15.85000"
"0.25000";"15.45417"
"0.24800";"15.06250"
"0.24600";"14.66667"
"0.24400";"14.25417"
"0.24200";"13.79583"
"0.24000";"13.33750"
"0.23800";"12.89167"
"0.23600";"12.42500"
"0.23400";"11.92083"
"0.23200";"11.37917"
"0.23000";"10.82083"
"0.22800";"10.27500"
"0.22600";"9.70000"
"0.22400";"9.10000"
"0.22200";"8.45833"
"0.22000";"7.79167"
"0.21800";"7.14583"
"0.21600";"6.46250"
"0.21400";"5.76250"
"0.21200";"5.01250"
"0.21000";"4.25833"
"0.20800";"3.50417"
"0.20600";"2.72500"
"0.20400";"1.90833"
"0.20200";"1.04583"
"0.20000";"0.17083"
"0.19800";"-0.69583"
"0.19600";"-1.57500"
"0.19400";"-2.50833"
"0.19200";"-3.49167"
"0.19000";"-4.50417"
"0.18800";"-5.48750"
"0.18600";"-6.49167"
"0.18400";"-7.52500"
"0.18200";"-8.61667"
"0.18000";"-9.74583"
"0.17800";"-10.84167"
"0.17600";"-11.93333"
"0.17400";"-13.01667"
"0.17200";"-14.17083"
"0.17000";"-15.37083"
"0.16800";"-16.54583"
"0.16600";"-17.72083"
"0.16400";"-18.89583"
"0.16200";"-20.11667"
"0.16000";"-21.35417"
"0.15800";"-22.57500"
"0.15600";"-23.82917"
"0.15400";"-25.08750"
"0.15200";"-26.35833"
"0.15000";"-27.62917"
"0.14800";"-28.84167"
"0.14600";"-30.07500"
"0.14400";"-31.27083"
"0.14200";"-32.50833"
"0.14000";"-33.71250"
"0.13800";"-34.87083"
"0.13600";"-36.01250"
"0.13400";"-37.14167"
"0.13200";"-38.28333"
"0.13000";"-39.40833"
"0.12800";"-40.46667"
"0.12600";"-41.51250"
"0.12400";"-42.52500"
"0.12200";"-43.56667"
"0.12000";"-44.52501"
"0.11800";"-45.46666"
"0.11600";"-46.36667"
"0.11400";"-47.28750"
"0.11200";"-48.14583"
"0.11000";"-48.92500"
"0.10800";"-49.65417"
"0.10600";"-50.34166"
"0.10400";"-51.02916"
"0.10200";"-51.68750"
"0.10000";"-52.26667"
"0.09800";"-52.79167"
"0.09600";"-53.26667"
"0.09400";"-53.74583"
"0.09200";"-54.18333"
"0.09000";"-54.52917"
"0.08800";"-54.84584"
"0.08600";"-55.12500"
"0.08400";"-55.40000"
"0.08200";"-55.60833"
"0.08000";"-55.72917"
"0.07800";"-55.82083"
"0.07600";"-55.86667"
"0.07400";"-55.90834"
"0.07200";"-55.90417"
"0.07000";"-55.84167"
"0.06800";"-55.74583"
"0.06600";"-55.60833"
"0.06400";"-55.46666"
"0.06200";"-55.29583"
"0.06000";"-55.06250"
"0.05800";"-54.82083"
"0.05600";"-54.54167"
"0.05400";"-54.27083"
"0.05200";"-53.95833"
"0.05000";"-53.60833"
"0.04800";"-53.25000"
"0.04600";"-52.86667"
"0.04400";"-52.48333"
"0.04200";"-52.07917"
"0.04000";"-51.65416"
"0.03800";"-51.22500"
"0.03600";"-50.78750"
"0.03400";"-50.36250"
"0.03200";"-49.92917"
"0.03000";"-49.47500"
"0.02800";"-49.01250"
"0.02600";"-48.54167"
"0.02400";"-48.07083"
"0.02200";"-47.59584"
"0.02000";"-47.11666"
"0.01800";"-46.64167"
"0.01600";"-46.16667"
"0.01400";"-45.70000"
"0.01200";"-45.23333"
"0.01000";"-44.75417"
"0.00800";"-44.28333"
"0.00600";"-43.81667"
"0.00400";"-43.37083"
"0.00200";"-42.92500"
"0.00000";"-42.48750"
