"400N1_1#011"
""
"Time (s)";"Current (uA)"
"0.00000";"-0.03798"
"0.50000";"-0.03652"
"1.00000";"-0.03492"
"1.50000";"-0.03245"
"2.00000";"-0.02967"
"2.50000";"-0.02605"
"3.00000";"-0.02212"
"3.50000";"-0.01847"
"4.00000";"-0.01544"
"4.50000";"-0.01289"
"5.00000";"-0.01150"
"5.50000";"-0.01065"
"6.00000";"-0.01045"
"6.50000";"-0.01055"
"7.00000";"-0.01050"
"7.50000";"-0.01130"
"8.00000";"-0.01186"
"8.50000";"-0.01391"
"9.00000";"-0.01617"
"9.50000";"-0.01844"
"10.00000";"-0.02033"
"10.50000";"-0.02065"
"11.00000";"-0.02115"
"11.50000";"-0.02044"
"12.00000";"-0.02033"
"12.50000";"-0.01955"
"13.00000";"-0.01867"
"13.50000";"-0.01716"
"14.00000";"-0.01616"
"14.50000";"-0.01376"
"15.00000";"-0.01128"
"15.50000";"-0.00841"
"16.00000";"-0.00701"
"16.50000";"-0.00638"
"17.00000";"-0.00653"
"17.50000";"-0.00773"
"18.00000";"-0.00944"
"18.50000";"-0.01108"
"19.00000";"-0.01230"
"19.50000";"-0.01318"
"20.00000";"-0.01460"
"20.50000";"-0.01615"
"21.00000";"-0.01741"
"21.50000";"-0.01783"
"22.00000";"-0.01770"
"22.50000";"-0.01747"
"23.00000";"-0.01615"
"23.50000";"-0.01521"
"24.00000";"-0.01325"
"24.50000";"-0.01112"
"25.00000";"-0.00775"
"25.50000";"-0.00570"
"26.00000";"-0.00451"
"26.50000";"-0.00424"
"27.00000";"-0.00365"
"27.50000";"-0.00377"
"28.00000";"-0.00350"
"28.50000";"-0.00429"
"29.00000";"-0.00517"
"29.50000";"-0.00727"
"30.00000";"-0.00880"
"30.50000";"-0.01094"
"31.00000";"-0.01304"
"31.50000";"-0.01535"
"32.00000";"-0.01570"
"32.50000";"-0.01477"
"33.00000";"-0.01320"
"33.50000";"-0.01177"
"34.00000";"-0.01121"
"34.50000";"-0.01085"
"35.00000";"-0.01027"
"35.50000";"-0.00852"
"36.00000";"-0.00624"
"36.50000";"-0.00413"
"37.00000";"-0.00239"
"37.50000";"-0.00166"
"38.00000";"-0.00187"
"38.50000";"-0.00346"
"39.00000";"-0.00506"
"39.50000";"-0.00767"
"40.00000";"-0.00918"
"40.50000";"-0.01058"
"41.00000";"-0.01068"
"41.50000";"-0.01130"
"42.00000";"-0.01221"
"42.50000";"-0.01422"
"43.00000";"-0.01575"
"43.50000";"-0.01682"
"44.00000";"-0.01617"
"44.50000";"-0.01492"
"45.00000";"-0.01290"
"45.50000";"-0.01058"
"46.00000";"-0.00837"
"46.50000";"-0.00603"
"47.00000";"-0.00373"
"47.50000";"-0.00153"
"48.00000";"-0.00007"
"48.50000";"-0.00044"
"49.00000";"-0.00126"
"49.50000";"-0.00212"
"50.00000";"-0.00200"
"50.50000";"-0.00248"
"51.00000";"-0.00403"
"51.50000";"-0.00668"
"52.00000";"-0.00906"
"52.50000";"-0.01135"
"53.00000";"-0.01280"
"53.50000";"-0.01407"
"54.00000";"-0.01408"
"54.50000";"-0.01372"
"55.00000";"-0.01295"
"55.50000";"-0.01178"
"56.00000";"-0.01074"
"56.50000";"-0.00920"
"57.00000";"-0.00738"
"57.50000";"-0.00450"
"58.00000";"-0.00152"
"58.50000";"0.00165"
"59.00000";"0.00352"
"59.50000";"0.00406"
"60.00000";"0.00299"
