"negativo1_15mM"
""
"Time (s)";"Current (uA)"
"0.00000";"-0.05433"
"0.50000";"-0.05230"
"1.00000";"-0.04839"
"1.50000";"-0.04543"
"2.00000";"-0.04017"
"2.50000";"-0.03823"
"3.00000";"-0.03663"
"3.50000";"-0.03502"
"4.00000";"-0.03382"
"4.50000";"-0.03248"
"5.00000";"-0.03139"
"5.50000";"-0.02975"
"6.00000";"-0.02844"
"6.50000";"-0.02753"
"7.00000";"-0.02644"
"7.50000";"-0.02566"
"8.00000";"-0.02450"
"8.50000";"-0.02390"
"9.00000";"-0.02300"
"9.50000";"-0.02220"
"10.00000";"-0.02168"
"10.50000";"-0.02114"
"11.00000";"-0.02053"
"11.50000";"-0.01995"
"12.00000";"-0.01962"
"12.50000";"-0.01927"
"13.00000";"-0.01870"
"13.50000";"-0.01806"
"14.00000";"-0.01785"
"14.50000";"-0.01791"
"15.00000";"-0.01791"
"15.50000";"-0.01755"
"16.00000";"-0.01695"
"16.50000";"-0.01655"
"17.00000";"-0.01635"
"17.50000";"-0.01627"
"18.00000";"-0.01622"
"18.50000";"-0.01623"
"19.00000";"-0.01609"
"19.50000";"-0.01590"
"20.00000";"-0.01575"
"20.50000";"-0.01555"
"21.00000";"-0.01545"
"21.50000";"-0.01526"
"22.00000";"-0.01531"
"22.50000";"-0.01519"
"23.00000";"-0.01507"
"23.50000";"-0.01476"
"24.00000";"-0.01471"
"24.50000";"-0.01470"
"25.00000";"-0.01466"
"25.50000";"-0.01453"
"26.00000";"-0.01435"
"26.50000";"-0.01513"
"27.00000";"-0.01531"
"27.50000";"-0.01550"
"28.00000";"-0.01461"
"28.50000";"-0.01426"
"29.00000";"-0.01413"
"29.50000";"-0.01414"
"30.00000";"-0.01423"
"30.50000";"-0.01402"
"31.00000";"-0.01387"
"31.50000";"-0.01364"
"32.00000";"-0.01365"
"32.50000";"-0.01374"
"33.00000";"-0.01393"
"33.50000";"-0.01419"
"34.00000";"-0.01410"
"34.50000";"-0.01397"
"35.00000";"-0.01361"
"35.50000";"-0.01348"
"36.00000";"-0.01339"
"36.50000";"-0.01328"
"37.00000";"-0.01322"
"37.50000";"-0.01322"
"38.00000";"-0.01344"
"38.50000";"-0.01347"
"39.00000";"-0.01343"
"39.50000";"-0.01336"
"40.00000";"-0.01338"
"40.50000";"-0.01328"
"41.00000";"-0.01311"
"41.50000";"-0.01312"
"42.00000";"-0.01306"
"42.50000";"-0.01317"
"43.00000";"-0.01296"
"43.50000";"-0.01327"
"44.00000";"-0.01304"
"44.50000";"-0.01323"
"45.00000";"-0.01312"
"45.50000";"-0.01344"
"46.00000";"-0.01347"
"46.50000";"-0.01356"
"47.00000";"-0.01332"
"47.50000";"-0.01308"
"48.00000";"-0.01297"
"48.50000";"-0.01308"
"49.00000";"-0.01335"
"49.50000";"-0.01323"
"50.00000";"-0.01318"
"50.50000";"-0.01312"
"51.00000";"-0.01310"
"51.50000";"-0.01304"
"52.00000";"-0.01302"
"52.50000";"-0.01296"
"53.00000";"-0.01290"
"53.50000";"-0.01261"
"54.00000";"-0.01271"
"54.50000";"-0.01278"
"55.00000";"-0.01321"
"55.50000";"-0.01339"
"56.00000";"-0.01352"
"56.50000";"-0.01326"
"57.00000";"-0.01311"
"57.50000";"-0.01303"
"58.00000";"-0.01318"
"58.50000";"-0.01322"
"59.00000";"-0.01319"
"59.50000";"-0.01328"
"60.00000";"-0.01350"
