"negativo1_150mM"
""
"Time (s)";"Current (uA)"
"0.00000";"-0.74050"
"0.50000";"-0.69821"
"1.00000";"-0.66071"
"1.50000";"-0.62821"
"2.00000";"-0.59967"
"2.50000";"-0.57471"
"3.00000";"-0.55346"
"3.50000";"-0.53454"
"4.00000";"-0.51758"
"4.50000";"-0.50254"
"5.00000";"-0.48896"
"5.50000";"-0.47638"
"6.00000";"-0.46467"
"6.50000";"-0.45379"
"7.00000";"-0.44433"
"7.50000";"-0.43583"
"8.00000";"-0.42758"
"8.50000";"-0.41850"
"9.00000";"-0.41000"
"9.50000";"-0.40233"
"10.00000";"-0.39571"
"10.50000";"-0.38933"
"11.00000";"-0.38392"
"11.50000";"-0.37829"
"12.00000";"-0.37325"
"12.50000";"-0.36758"
"13.00000";"-0.36271"
"13.50000";"-0.35792"
"14.00000";"-0.35367"
"14.50000";"-0.34963"
"15.00000";"-0.34550"
"15.50000";"-0.34133"
"16.00000";"-0.33742"
"16.50000";"-0.33379"
"17.00000";"-0.33058"
"17.50000";"-0.32742"
"18.00000";"-0.32417"
"18.50000";"-0.32092"
"19.00000";"-0.31821"
"19.50000";"-0.31571"
"20.00000";"-0.31333"
"20.50000";"-0.31067"
"21.00000";"-0.30821"
"21.50000";"-0.30579"
"22.00000";"-0.30342"
"22.50000";"-0.30108"
"23.00000";"-0.29888"
"23.50000";"-0.29667"
"24.00000";"-0.29454"
"24.50000";"-0.29246"
"25.00000";"-0.29075"
"25.50000";"-0.28896"
"26.00000";"-0.28729"
"26.50000";"-0.28554"
"27.00000";"-0.28375"
"27.50000";"-0.28221"
"28.00000";"-0.28083"
"28.50000";"-0.27942"
"29.00000";"-0.27808"
"29.50000";"-0.27658"
"30.00000";"-0.27492"
"30.50000";"-0.27313"
"31.00000";"-0.27154"
"31.50000";"-0.27033"
"32.00000";"-0.26937"
"32.50000";"-0.26833"
"33.00000";"-0.26767"
"33.50000";"-0.26642"
"34.00000";"-0.26558"
"34.50000";"-0.26462"
"35.00000";"-0.26404"
"35.50000";"-0.26321"
"36.00000";"-0.26225"
"36.50000";"-0.26137"
"37.00000";"-0.26071"
"37.50000";"-0.26021"
"38.00000";"-0.25962"
"38.50000";"-0.25896"
"39.00000";"-0.25829"
"39.50000";"-0.25742"
"40.00000";"-0.25654"
"40.50000";"-0.25567"
"41.00000";"-0.25525"
"41.50000";"-0.25483"
"42.00000";"-0.25458"
"42.50000";"-0.25408"
"43.00000";"-0.25350"
"43.50000";"-0.25283"
"44.00000";"-0.25238"
"44.50000";"-0.25200"
"45.00000";"-0.25162"
"45.50000";"-0.25108"
"46.00000";"-0.25067"
"46.50000";"-0.25025"
"47.00000";"-0.25004"
"47.50000";"-0.24958"
"48.00000";"-0.24908"
"48.50000";"-0.24833"
"49.00000";"-0.24817"
"49.50000";"-0.24817"
"50.00000";"-0.24796"
"50.50000";"-0.24758"
"51.00000";"-0.24717"
"51.50000";"-0.24725"
"52.00000";"-0.24717"
"52.50000";"-0.24700"
"53.00000";"-0.24683"
"53.50000";"-0.24654"
"54.00000";"-0.24633"
"54.50000";"-0.24612"
"55.00000";"-0.24604"
"55.50000";"-0.24612"
"56.00000";"-0.24596"
"56.50000";"-0.24608"
"57.00000";"-0.24588"
"57.50000";"-0.24592"
"58.00000";"-0.24571"
"58.50000";"-0.24567"
"59.00000";"-0.24571"
"59.50000";"-0.24563"
"60.00000";"-0.24550"
