"negativo2_30mM"
""
"Time (s)";"Current (uA)"
"0.00000";"-0.10775"
"0.50000";"-0.10112"
"1.00000";"-0.09569"
"1.50000";"-0.09060"
"2.00000";"-0.08527"
"2.50000";"-0.08042"
"3.00000";"-0.07673"
"3.50000";"-0.07482"
"4.00000";"-0.07243"
"4.50000";"-0.07015"
"5.00000";"-0.06730"
"5.50000";"-0.06503"
"6.00000";"-0.06363"
"6.50000";"-0.06216"
"7.00000";"-0.06089"
"7.50000";"-0.05940"
"8.00000";"-0.05819"
"8.50000";"-0.05704"
"9.00000";"-0.05585"
"9.50000";"-0.05512"
"10.00000";"-0.05491"
"10.50000";"-0.05402"
"11.00000";"-0.05307"
"11.50000";"-0.05167"
"12.00000";"-0.05103"
"12.50000";"-0.05023"
"13.00000";"-0.04967"
"13.50000";"-0.04919"
"14.00000";"-0.04855"
"14.50000";"-0.04785"
"15.00000";"-0.04713"
"15.50000";"-0.04678"
"16.00000";"-0.04661"
"16.50000";"-0.04636"
"17.00000";"-0.04573"
"17.50000";"-0.04503"
"18.00000";"-0.04457"
"18.50000";"-0.04459"
"19.00000";"-0.04399"
"19.50000";"-0.04350"
"20.00000";"-0.04274"
"20.50000";"-0.04494"
"21.00000";"-0.04450"
"21.50000";"-0.04402"
"22.00000";"-0.04128"
"22.50000";"-0.04107"
"23.00000";"-0.04118"
"23.50000";"-0.04127"
"24.00000";"-0.04140"
"24.50000";"-0.04103"
"25.00000";"-0.04049"
"25.50000";"-0.03993"
"26.00000";"-0.03978"
"26.50000";"-0.03941"
"27.00000";"-0.03889"
"27.50000";"-0.03851"
"28.00000";"-0.03825"
"28.50000";"-0.03804"
"29.00000";"-0.03786"
"29.50000";"-0.03791"
"30.00000";"-0.03771"
"30.50000";"-0.03733"
"31.00000";"-0.03693"
"31.50000";"-0.03923"
"32.00000";"-0.03942"
"32.50000";"-0.03940"
"33.00000";"-0.03702"
"33.50000";"-0.03663"
"34.00000";"-0.03651"
"34.50000";"-0.03634"
"35.00000";"-0.03616"
"35.50000";"-0.03591"
"36.00000";"-0.03568"
"36.50000";"-0.03550"
"37.00000";"-0.03566"
"37.50000";"-0.03578"
"38.00000";"-0.03557"
"38.50000";"-0.03516"
"39.00000";"-0.03464"
"39.50000";"-0.03466"
"40.00000";"-0.03449"
"40.50000";"-0.03465"
"41.00000";"-0.03447"
"41.50000";"-0.03457"
"42.00000";"-0.03445"
"42.50000";"-0.03456"
"43.00000";"-0.03440"
"43.50000";"-0.03440"
"44.00000";"-0.03408"
"44.50000";"-0.03400"
"45.00000";"-0.03378"
"45.50000";"-0.03378"
"46.00000";"-0.03368"
"46.50000";"-0.03358"
"47.00000";"-0.03361"
"47.50000";"-0.03352"
"48.00000";"-0.03359"
"48.50000";"-0.03361"
"49.00000";"-0.03353"
"49.50000";"-0.03365"
"50.00000";"-0.03351"
"50.50000";"-0.03619"
"51.00000";"-0.03732"
"51.50000";"-0.03819"
"52.00000";"-0.03623"
"52.50000";"-0.03550"
"53.00000";"-0.03500"
"53.50000";"-0.03479"
"54.00000";"-0.03456"
"54.50000";"-0.03470"
"55.00000";"-0.03463"
"55.50000";"-0.03464"
"56.00000";"-0.03455"
"56.50000";"-0.03440"
"57.00000";"-0.03429"
"57.50000";"-0.03415"
"58.00000";"-0.03426"
"58.50000";"-0.03440"
"59.00000";"-0.03448"
"59.50000";"-0.03460"
"60.00000";"-0.03469"
