"positivo2_15mM"
""
"Time (s)";"Current (uA)"
"0.00000";"-9.57000"
"0.50000";"-9.00667"
"1.00000";"-8.54917"
"1.50000";"-8.16708"
"2.00000";"-7.78625"
"2.50000";"-7.41375"
"3.00000";"-7.09167"
"3.50000";"-6.84625"
"4.00000";"-6.62708"
"4.50000";"-6.43042"
"5.00000";"-6.25208"
"5.50000";"-6.08958"
"6.00000";"-5.93917"
"6.50000";"-5.80125"
"7.00000";"-5.67333"
"7.50000";"-5.55458"
"8.00000";"-5.44333"
"8.50000";"-5.34042"
"9.00000";"-5.24542"
"9.50000";"-5.15708"
"10.00000";"-5.07333"
"10.50000";"-4.99292"
"11.00000";"-4.91667"
"11.50000";"-4.84417"
"12.00000";"-4.77542"
"12.50000";"-4.71000"
"13.00000";"-4.64792"
"13.50000";"-4.58875"
"14.00000";"-4.53208"
"14.50000";"-4.47833"
"15.00000";"-4.42708"
"15.50000";"-4.37792"
"16.00000";"-4.33042"
"16.50000";"-4.28458"
"17.00000";"-4.24000"
"17.50000";"-4.19792"
"18.00000";"-4.15708"
"18.50000";"-4.11792"
"19.00000";"-4.07958"
"19.50000";"-4.04333"
"20.00000";"-4.00833"
"20.50000";"-3.97417"
"21.00000";"-3.94042"
"21.50000";"-3.90792"
"22.00000";"-3.87667"
"22.50000";"-3.84750"
"23.00000";"-3.81917"
"23.50000";"-3.79208"
"24.00000";"-3.76458"
"24.50000";"-3.73833"
"25.00000";"-3.71208"
"25.50000";"-3.68708"
"26.00000";"-3.66250"
"26.50000";"-3.63833"
"27.00000";"-3.61500"
"27.50000";"-3.59167"
"28.00000";"-3.56958"
"28.50000";"-3.54792"
"29.00000";"-3.52708"
"29.50000";"-3.50667"
"30.00000";"-3.48625"
"30.50000";"-3.46667"
"31.00000";"-3.44750"
"31.50000";"-3.42875"
"32.00000";"-3.41042"
"32.50000";"-3.39292"
"33.00000";"-3.37583"
"33.50000";"-3.35917"
"34.00000";"-3.34292"
"34.50000";"-3.32708"
"35.00000";"-3.31167"
"35.50000";"-3.29625"
"36.00000";"-3.28167"
"36.50000";"-3.26750"
"37.00000";"-3.25333"
"37.50000";"-3.24208"
"38.00000";"-3.22708"
"38.50000";"-3.21458"
"39.00000";"-3.20000"
"39.50000";"-3.19000"
"40.00000";"-3.17875"
"40.50000";"-3.16708"
"41.00000";"-3.15542"
"41.50000";"-3.14417"
"42.00000";"-3.13375"
"42.50000";"-3.12375"
"43.00000";"-3.11375"
"43.50000";"-3.10417"
"44.00000";"-3.09458"
"44.50000";"-3.08500"
"45.00000";"-3.07500"
"45.50000";"-3.06583"
"46.00000";"-3.05708"
"46.50000";"-3.04833"
"47.00000";"-3.03958"
"47.50000";"-3.03167"
"48.00000";"-3.02417"
"48.50000";"-3.01625"
"49.00000";"-3.00792"
"49.50000";"-3.00042"
"50.00000";"-2.99333"
"50.50000";"-2.98625"
"51.00000";"-2.97917"
"51.50000";"-2.97250"
"52.00000";"-2.96625"
"52.50000";"-2.96000"
"53.00000";"-2.95375"
"53.50000";"-2.94750"
"54.00000";"-2.94167"
"54.50000";"-2.93583"
"55.00000";"-2.93000"
"55.50000";"-2.92417"
"56.00000";"-2.91917"
"56.50000";"-2.91417"
"57.00000";"-2.90917"
"57.50000";"-2.90375"
"58.00000";"-2.89917"
"58.50000";"-2.89500"
"59.00000";"-2.89125"
"59.50000";"-2.88708"
"60.00000";"-2.88250"
