"positivo1_15mM"
""
"Time (s)";"Current (uA)"
"0.00000";"-9.56375"
"0.50000";"-8.98333"
"1.00000";"-8.46833"
"1.50000";"-8.04083"
"2.00000";"-7.67792"
"2.50000";"-7.36542"
"3.00000";"-7.09083"
"3.50000";"-6.84708"
"4.00000";"-6.63000"
"4.50000";"-6.43500"
"5.00000";"-6.25875"
"5.50000";"-6.09625"
"6.00000";"-5.94667"
"6.50000";"-5.81042"
"7.00000";"-5.68417"
"7.50000";"-5.56750"
"8.00000";"-5.45667"
"8.50000";"-5.35375"
"9.00000";"-5.25708"
"9.50000";"-5.16875"
"10.00000";"-5.08625"
"10.50000";"-5.00792"
"11.00000";"-4.93208"
"11.50000";"-4.86000"
"12.00000";"-4.79167"
"12.50000";"-4.72708"
"13.00000";"-4.66500"
"13.50000";"-4.60667"
"14.00000";"-4.55000"
"14.50000";"-4.49625"
"15.00000";"-4.44500"
"15.50000";"-4.39667"
"16.00000";"-4.35000"
"16.50000";"-4.30458"
"17.00000";"-4.26042"
"17.50000";"-4.21875"
"18.00000";"-4.17833"
"18.50000";"-4.13917"
"19.00000";"-4.10083"
"19.50000";"-4.06375"
"20.00000";"-4.02833"
"20.50000";"-3.99417"
"21.00000";"-3.96125"
"21.50000";"-3.93000"
"22.00000";"-3.89958"
"22.50000";"-3.87042"
"23.00000";"-3.84292"
"23.50000";"-3.81542"
"24.00000";"-3.78875"
"24.50000";"-3.76167"
"25.00000";"-3.73583"
"25.50000";"-3.71083"
"26.00000";"-3.68625"
"26.50000";"-3.66250"
"27.00000";"-3.63917"
"27.50000";"-3.61625"
"28.00000";"-3.59417"
"28.50000";"-3.57250"
"29.00000";"-3.55208"
"29.50000";"-3.53167"
"30.00000";"-3.51125"
"30.50000";"-3.49125"
"31.00000";"-3.47250"
"31.50000";"-3.45458"
"32.00000";"-3.43667"
"32.50000";"-3.41875"
"33.00000";"-3.40208"
"33.50000";"-3.38542"
"34.00000";"-3.36917"
"34.50000";"-3.35250"
"35.00000";"-3.33625"
"35.50000";"-3.32042"
"36.00000";"-3.30542"
"36.50000";"-3.29125"
"37.00000";"-3.27708"
"37.50000";"-3.26292"
"38.00000";"-3.24875"
"38.50000";"-3.23500"
"39.00000";"-3.22167"
"39.50000";"-3.20792"
"40.00000";"-3.19542"
"40.50000";"-3.18292"
"41.00000";"-3.17125"
"41.50000";"-3.15917"
"42.00000";"-3.14708"
"42.50000";"-3.13542"
"43.00000";"-3.12375"
"43.50000";"-3.11250"
"44.00000";"-3.10125"
"44.50000";"-3.09000"
"45.00000";"-3.07958"
"45.50000";"-3.06917"
"46.00000";"-3.05917"
"46.50000";"-3.04708"
"47.00000";"-3.03542"
"47.50000";"-3.02375"
"48.00000";"-3.01417"
"48.50000";"-3.00500"
"49.00000";"-2.99708"
"49.50000";"-2.98958"
"50.00000";"-2.98208"
"50.50000";"-2.97375"
"51.00000";"-2.96458"
"51.50000";"-2.95625"
"52.00000";"-2.94833"
"52.50000";"-2.94042"
"53.00000";"-2.93250"
"53.50000";"-2.92500"
"54.00000";"-2.91792"
"54.50000";"-2.91042"
"55.00000";"-2.90333"
"55.50000";"-2.89625"
"56.00000";"-2.89000"
"56.50000";"-2.88333"
"57.00000";"-2.87708"
"57.50000";"-2.87042"
"58.00000";"-2.86333"
"58.50000";"-2.85667"
"59.00000";"-2.85000"
"59.50000";"-2.84333"
"60.00000";"-2.83625"
