"400N1_1#017"
""
"Time (s)";"Current (uA)"
"0.00000";"-0.22425"
"0.50000";"-0.21108"
"1.00000";"-0.19946"
"1.50000";"-0.18979"
"2.00000";"-0.18121"
"2.50000";"-0.17379"
"3.00000";"-0.16721"
"3.50000";"-0.16146"
"4.00000";"-0.15617"
"4.50000";"-0.15119"
"5.00000";"-0.14683"
"5.50000";"-0.14264"
"6.00000";"-0.13902"
"6.50000";"-0.13544"
"7.00000";"-0.13228"
"7.50000";"-0.12927"
"8.00000";"-0.12658"
"8.50000";"-0.12404"
"9.00000";"-0.12160"
"9.50000";"-0.11948"
"10.00000";"-0.11741"
"10.50000";"-0.11544"
"11.00000";"-0.11359"
"11.50000";"-0.11189"
"12.00000";"-0.11010"
"12.50000";"-0.10827"
"13.00000";"-0.10655"
"13.50000";"-0.10524"
"14.00000";"-0.10396"
"14.50000";"-0.10271"
"15.00000";"-0.10141"
"15.50000";"-0.10004"
"16.00000";"-0.09890"
"16.50000";"-0.09768"
"17.00000";"-0.09667"
"17.50000";"-0.09551"
"18.00000";"-0.09460"
"18.50000";"-0.09352"
"19.00000";"-0.09265"
"19.50000";"-0.09163"
"20.00000";"-0.09097"
"20.50000";"-0.09018"
"21.00000";"-0.08942"
"21.50000";"-0.08853"
"22.00000";"-0.08779"
"22.50000";"-0.08694"
"23.00000";"-0.08610"
"23.50000";"-0.08520"
"24.00000";"-0.08457"
"24.50000";"-0.08406"
"25.00000";"-0.08348"
"25.50000";"-0.08280"
"26.00000";"-0.08210"
"26.50000";"-0.08160"
"27.00000";"-0.08114"
"27.50000";"-0.08046"
"28.00000";"-0.07969"
"28.50000";"-0.07906"
"29.00000";"-0.07871"
"29.50000";"-0.07841"
"30.00000";"-0.07825"
"30.50000";"-0.07784"
"31.00000";"-0.07742"
"31.50000";"-0.07677"
"32.00000";"-0.07642"
"32.50000";"-0.07601"
"33.00000";"-0.07575"
"33.50000";"-0.07538"
"34.00000";"-0.07510"
"34.50000";"-0.07465"
"35.00000";"-0.07430"
"35.50000";"-0.07410"
"36.00000";"-0.07405"
"36.50000";"-0.07374"
"37.00000";"-0.07345"
"37.50000";"-0.07295"
"38.00000";"-0.07271"
"38.50000";"-0.07240"
"39.00000";"-0.07232"
"39.50000";"-0.07211"
"40.00000";"-0.07192"
"40.50000";"-0.07153"
"41.00000";"-0.07120"
"41.50000";"-0.07083"
"42.00000";"-0.07068"
"42.50000";"-0.07054"
"43.00000";"-0.07027"
"43.50000";"-0.07006"
"44.00000";"-0.06980"
"44.50000";"-0.06971"
"45.00000";"-0.06952"
"45.50000";"-0.06932"
"46.00000";"-0.06905"
"46.50000";"-0.06895"
"47.00000";"-0.06879"
"47.50000";"-0.06865"
"48.00000";"-0.06852"
"48.50000";"-0.06843"
"49.00000";"-0.06825"
"49.50000";"-0.06813"
"50.00000";"-0.06805"
"50.50000";"-0.06813"
"51.00000";"-0.06789"
"51.50000";"-0.06770"
"52.00000";"-0.06749"
"52.50000";"-0.06751"
"53.00000";"-0.06758"
"53.50000";"-0.06748"
"54.00000";"-0.06734"
"54.50000";"-0.06727"
"55.00000";"-0.06743"
"55.50000";"-0.06730"
"56.00000";"-0.06712"
"56.50000";"-0.06685"
"57.00000";"-0.06683"
"57.50000";"-0.06699"
"58.00000";"-0.06702"
"58.50000";"-0.06697"
"59.00000";"-0.06683"
"59.50000";"-0.06673"
"60.00000";"-0.06661"
